Name,Type,City,County,State,FAA Region,Site No.,Control Tower,Facility Use,Owner Type,Latitude,Longitude
CASINO CENTER,HELIPORT,TUNICA,TUNICA,MS,ASO,11458.21*H,N,PR,PR,34.8400555556,-90.3283888889
EMERGENCY HELIPAD,HELIPORT,EASLEY,PICKENS,SC,ASO,22252.01*H,N,PR,PR,34.8405555556,-82.6069444444
EPLEY,AIRPORT,JACKSONVILLE,ONSLOW,NC,ASO,16815.15*A,N,PR,PR,34.8446111111,-77.2666666667
MARIAN AIRPARK,AIRPORT,WELLINGTON,COLLINGSWORTH,TX,ASW,24996.*A,N,PU,PU,34.8456108333,-100.1959480556
ROBERT CHRIS MC INTOSH,AIRPORT,SHERWOOD,PULASKI,AR,ASW,01169.*A,N,PR,PR,34.8462008333,-92.1720916667
R.M. HARRIS,AIRPORT,ETON,MURRAY,GA,ASO,03785.*A,N,PR,PR,34.8467461111,-84.7546605556
HARTNESS,AIRPORT,GREENVILLE,GREENVILLE,SC,ASO,22309.2*A,N,PR,PR,34.8470622222,-82.2517813889
GREENVILLE DOWNTOWN,AIRPORT,GREENVILLE,GREENVILLE,SC,ASO,22309.*A,Y,PU,PU,34.8479444444,-82.3500000000
VAIDEN LANDING,AIRPORT,HERNANDO,DE SOTO,MS,ASO,11258.05*A,N,PR,PR,34.8483416667,-89.8779916667
SEDONA,AIRPORT,SEDONA,YAVAPAI,AZ,AWP,00788.3*A,N,PU,PU,34.8485833333,-111.7884444444
LINDSAY MUNI,AIRPORT,LINDSAY,GARVIN,OK,ASW,19076.11*A,N,PU,PU,34.8494513889,-97.5852916667
WILSON CREEK,AIRPORT,FLORENCE,LAUDERDALE,AL,ASO,00310.1*A,N,PR,PR,34.8500000000,-87.6325000000
ROBINSON AAF/NG,AIRPORT,CAMP ROBINSON/LITTLE ROCK,PULASKI,AR,ASW,00912.6*A,N,PR,MR,34.8500900000,-92.3001513889
PERRYS,AIRPORT,JACKSONVILLE,LONOKE,AR,ASW,01028.2*A,N,PR,PR,34.8528669444,-92.0481994444
BARSTOW-DAGGETT,AIRPORT,DAGGETT,SAN BERNARDINO,CA,AWP,01479.*A,N,PU,PU,34.8537222222,-116.7866944444
BLAIRSVILLE,AIRPORT,BLAIRSVILLE,UNION,GA,ASO,03666.*A,N,PU,PU,34.8544263889,-83.9973250000
SEDONA MEDICAL CAMPUS,HELIPORT,SEDONA,YAVAPAI,AZ,AWP,00788.31*H,N,PR,PR,34.8555555556,-111.8233333333
DEPUE,AIRPORT,LENWOOD,SAN BERNARDINO,CA,AWP,01769.*A,N,PR,PR,34.8563888889,-117.1375000000
MASH,HELIPORT,LINDSAY,GARVIN,OK,ASW,19076.13*H,N,PR,PU,34.8586838889,-97.6278105556
HEREFORD MUNI,AIRPORT,HEREFORD,DEAF SMITH,TX,ASW,24042.*A,N,PU,PU,34.8606751111,-102.3258992222
MADISON COUNTY EXECUTIVE/TOM SHARP JR FLD,AIRPORT,HUNTSVILLE,MADISON,AL,ASO,00385.4*A,N,PU,PU,34.8614166667,-86.5574722222
BLUE RIDGE SKYPORT,AIRPORT,BLUE RIDGE,FANNIN,GA,ASO,03669.01*A,N,PR,PR,34.8631361111,-84.3938111111
JAARS-TOWNSEND,AIRPORT,WAXHAW,UNION,NC,ASO,17191.*A,N,PU,PR,34.8638166667,-80.7479833333
WILLIAMSPORT AIRPARK,AIRPORT,EASLEY,PICKENS,SC,ASO,22252.*A,N,PR,PR,34.8645608333,-82.5676291667
EPPS AIRPARK,AIRPORT,HARVEST,MADISON,AL,ASO,00374.5*A,N,PR,PR,34.8648102778,-86.7702775000
FLYING G RANCH,AIRPORT,TUNNEL HILL,CATOOSA,GA,ASO,04063.*A,N,PR,PR,34.8678555556,-85.0610597222
BULLY HENRY,AIRPORT,LONOKE,LONOKE,AR,ASW,01060.03*A,N,PR,PR,34.8681166667,-91.9742527778
WILSON,AIRPORT,RINGGOLD,CATOOSA,GA,ASO,03964.1*A,N,PR,PR,34.8695213889,-85.1996752778
ROSAMOND SKYPARK,AIRPORT,ROSAMOND,KERN,CA,AWP,02116.2*A,N,PU,PR,34.8705000000,-118.2054166667
SCE SOLAR I,HELIPORT,YERMO,SAN BERNARDINO,CA,AWP,02490.11*H,N,PR,PR,34.8708188889,-116.8342013889
TWIN OAK,AIRPORT,CLINTON,SAMPSON,NC,ASO,16638.11*A,N,PR,PR,34.8710036111,-78.4741719444
WARREN FIELD,AIRPORT,LOOKOUT MOUNTAIN,WALKER,GA,ASO,03880.*A,N,PR,PR,34.8711111111,-85.4375000000
SOUTHERN COMFORTS AERODROME,AIRPORT,PARKTON,ROBESON,NC,ASO,17010.*A,N,PR,PR,34.8712750000,-78.9655844444
MITCHELL FARMS,AIRPORT,BELLVIEW,CURRY,NM,ASW,14547.*A,N,PR,PR,34.8750638889,-103.0671691667
BARSTOW SERVICE CENTER,HELIPORT,BARSTOW,SAN BERNARDINO,CA,AWP,01299.86*H,N,PR,PR,34.8752613889,-116.9967055556
WALDRON MUNI,AIRPORT,WALDRON,SCOTT,AR,ASW,01195.51*A,N,PU,PU,34.8760416667,-94.1093055556
JACKSON PRIVATE,AIRPORT,ATLANTIC,CARTERET,NC,ASO,16520.3*A,N,PR,PR,34.8776638889,-76.3565825000
FRANK FEDERER MEMORIAL,AIRPORT,BRINKLEY,MONROE,AR,ASW,00906.*A,N,PU,PU,34.8802736111,-91.1764408333
PRATERMILL FLIGHT PARK,AIRPORT,DALTON,WHITFIELD,GA,ASO,03752.02*A,N,PR,PR,34.8816666667,-84.8897222222
DOGWOOD FARM,AIRPORT,HAVELOCK,CRAVEN,NC,ASO,16770.511*A,N,PR,PR,34.8818266667,-76.9427211111
MC ALESTER RGNL,AIRPORT,MC ALESTER,PITTSBURG,OK,ASW,19080.*A,N,PU,PU,34.8824019444,-95.7834627778
ATLANTIC FIELD MCOLF,AIRPORT,ATLANTIC,JONES,NC,ASO,16520.4*A,N,PR,MN,34.8833333333,-76.3500000000
JENNINGS RANCH,AIRPORT,COOPERTON,KIOWA,OK,ASW,18893.*A,N,PR,PR,34.8833952778,-98.7503447222
BIG SKY,AIRPORT,HUNTSVILLE,MADISON,AL,ASO,00385.02*A,N,PR,PR,34.8856433333,-86.7099977778
UNION GENERAL HOSPITAL,HELIPORT,BLAIRSVILLE,UNION,GA,ASO,03666.01*H,N,PR,PR,34.8861986111,-83.9624077778
STEVENSON,AIRPORT,STEVENSON,JACKSON,AL,ASO,00520.2*A,N,PU,PU,34.8862763889,-85.8032888889
EAGLE AIRPARK,AIRPORT,BULLHEAD CITY,MOHAVE,AZ,AWP,00640.53*A,N,PU,PR,34.8881666667,-114.6166388889
NEIL'S SKY RANCH,AIRPORT,NINNEKAH,GRADY,OK,ASW,19118.*A,N,PU,PR,34.8908333333,-97.9983333333
RICHMOND COUNTY,AIRPORT,ROCKINGHAM,RICHMOND,NC,ASO,17063.*A,N,PU,PU,34.8913055556,-79.7596111111
SCOTT FIELD,AIRPORT,MANGUM,GREER,OK,ASW,19085.1*A,N,PU,PU,34.8926200000,-99.5282136111
BROWN FIELD,AIRPORT,MARSHVILLE,UNION,NC,ASO,16899.01*A,N,PR,PR,34.8927777778,-80.3733333333
BARSTOW COMMUNITY HOSPITAL,HELIPORT,BARSTOW,SAN BERNARDINO,CA,AWP,01299.84*H,N,PR,PU,34.8935936111,-117.0183733333
HEDLEY,AIRPORT,HEDLEY,DONLEY,TX,ASW,24030.5*A,N,PR,PR,34.8936627778,-100.6104088889
GRAYS CREEK,AIRPORT,FAYETTEVILLE,CUMBERLAND,NC,ASO,16723.02*A,N,PU,PR,34.8936916667,-78.8435305556
GREENVILLE SPARTANBURG INTL,AIRPORT,GREER,GREENVILLE,SC,ASO,22316.1*A,Y,PU,PU,34.8956666667,-82.2188611111
HALL FIELD,AIRPORT,PARKTON,ROBESON,NC,ASO,17010.02*A,N,PR,PR,34.8963888889,-79.0430555556
