Name,Type,City,County,State,FAA Region,Site No.,Control Tower,Facility Use,Owner Type,Latitude,Longitude
SOUTH JERSEY HOSPITAL SYSTEM,HELIPORT,BRIDGETON,CUMBERLAND,NJ,AEA,13566.02*H,N,PR,PR,39.4367813889,-75.2215758333
HOLLISTER FIELD,AIRPORT,WILMINGTON,CLINTON,OH,AGL,18717.1*A,N,PU,PR,39.4375619444,-83.7082561111
MARK TWAIN AIR PARK,AIRPORT,LOUISIANA,PIKE,MO,ACE,11877.95*A,N,PR,PR,39.4389347222,-91.1181950000
SIEFERT,AIRPORT,SHELBYVILLE,SHELBY,IN,AGL,05649.14*A,N,PR,PR,39.4403269444,-85.7652580556
SELBY GENERAL HOSPITAL,HELIPORT,MARIETTA,WASHINGTON,OH,AGL,18163.*H,N,PR,PR,39.4403516667,-81.4426211111
ROSS COUNTY,AIRPORT,CHILLICOTHE,ROSS,OH,AGL,17724.3*A,N,PU,PU,39.4404219444,-83.0230599444
PIKE COUNTY MEMORIAL HOSPITAL,HELIPORT,LOUISIANA,PIKE,MO,ACE,11877.96*H,N,PR,PR,39.4414350000,-91.0673594444
STEVENSON PRIVATE,AIRPORT,SELDEN,SHERIDAN,KS,ACE,06890.8*A,N,PR,PR,39.4416708333,-100.6295897222
HAWKINS,AIRPORT,CARROLLTON,CARROLL,MO,ACE,11615.12*A,N,PR,PR,39.4416841667,-93.6621575000
CLINTON MEMORIAL HOSPITAL,HELIPORT,WILMINGTON,CLINTON,OH,AGL,18717.03*H,N,PR,PR,39.4442280556,-83.8402044444
SAMUEL L. CLEMENS MEMORIAL,AIRPORT,PARIS,MONROE,MO,ACE,11999.51*A,N,PR,PR,39.4444836111,-91.9518352778
HARTWELL RANCH RLA,AIRPORT,HILLVIEW,GREENE,IL,AGL,04747.81*A,N,PR,PR,39.4447700000,-90.5620688889
MOORE FIELD,AIRPORT,KINGWOOD,PRESTON,WV,AEA,26711.01*A,N,PR,PR,39.4448127778,-79.6892230556
KIBLER,AIRPORT,MARSHALL,CLARK,IL,AGL,04855.61*A,N,PR,PR,39.4461466667,-87.6444702778
WIDE SKY AIRPARK,AIRPORT,BRIDGETON,CUMBERLAND,NJ,AEA,13566.011*A,N,PR,PR,39.4467805556,-75.3132472222
SMITTY'S LANDING,AIRPORT,RIDGELY,PLATTE,MO,ACE,12051.4*A,N,PR,PR,39.4474000000,-94.6672333333
FAIRMONT MUNI-FRANKMAN FIELD,AIRPORT,FAIRMONT,MARION,WV,AEA,26637.1*A,N,PU,PU,39.4477918056,-80.1673876389
CARR,AIRPORT,FAIRMONT,MARION,WV,AEA,26637.*A,N,PR,PR,39.4492522222,-80.0113888889
DAWSON AAF,AIRPORT,CAMP DAWSON (KINGWOOD),PRESTON,WV,AEA,26565.*A,N,PR,MR,39.4500905556,-79.6664438889
GRAVELLY VALLEY,AIRPORT,UPPER LAKE,LAKE,CA,AWP,02387.*A,N,PU,PU,39.4507222222,-122.9546111111
ELLS FIELD-WILLITS MUNI,AIRPORT,WILLITS,MENDOCINO,CA,AWP,02455.1*A,N,PU,PU,39.4512977778,-123.3722844444
TWELVE OAKS,AIRPORT,MARTINSVILLE,MORGAN,IN,AGL,05469.17*A,N,PR,PR,39.4514366667,-86.3283252778
TERRE HAUTE INTL-HULMAN FIELD,AIRPORT,TERRE HAUTE,VIGO,IN,AGL,05689.*A,Y,PU,PU,39.4514722222,-87.3075833333
TWO CAN SAM,HELIPORT,VINELAND,CUMBERLAND,NJ,AEA,14385.02*H,N,PR,PR,39.4533333333,-75.1252777778
RITE AID DISTRIBUTION CENTER,HELIPORT,ABERDEEN,HARFORD,MD,AEA,08441.*H,N,PR,PR,39.4534416667,-76.2093972222
JUNGCLAUS,AIRPORT,MARTINSVILLE,MORGAN,IN,AGL,05469.18*A,N,PR,PR,39.4536591667,-86.2802686111
QUAIL LAKES,HELIPORT,WILMINGTON,CLINTON,OH,AGL,18717.04*H,N,PR,PR,39.4547836111,-83.7813136111
BROWNSVILLE,AIRPORT,BROWNSVILLE,YUBA,CA,AWP,01348.*A,N,PU,PR,39.4552222222,-121.2916388889
ATLANTIC CITY INTL,AIRPORT,ATLANTIC CITY,ATLANTIC,NJ,AEA,13487.*A,Y,PU,PU,39.4575833333,-74.5771666667
B J FARMS,AIRPORT,SHILOH,CUMBERLAND,NJ,AEA,14301.*A,N,PR,PR,39.4576144444,-75.2732450000
DARROW FIELD,AIRPORT,FALLON,CHURCHILL,NV,AWP,13057.22*A,N,PR,PR,39.4583333333,-118.8638888889
HAPPY LANDINGS FARM,AIRPORT,UNIONVILLE,FREDERICK,MD,AEA,08665.*A,N,PR,PR,39.4584352778,-77.1480372222
DESERT AVIATION,AIRPORT,DELTA,MILLARD,UT,ANM,25121.1*A,N,PR,PR,39.4593961111,-112.6549511111
JONES/AG-VIATION,AIRPORT,BIGGS,BUTTE,CA,AWP,01324.5*A,N,PR,PR,39.4596088889,-121.6960847222
SILLER BROS INC,AIRPORT,OROVILLE,BUTTE,CA,AWP,01998.11*A,N,PR,PR,39.4601647222,-121.5805252778
WILLIAMSON,AIRPORT,WESTERVELT,SHELBY,IL,AGL,05056.05*A,N,PR,PR,39.4603169444,-88.8684075000
LAKE VILLAGE,AIRPORT,PARIS,MONROE,MO,ACE,11999.52*A,N,PR,PR,39.4605944444,-92.0104483333
LEBANON-WARREN COUNTY,AIRPORT,LEBANON,WARREN,OH,AGL,18076.1*A,N,PU,PU,39.4621730556,-84.2518471389
JACKSON LAKE,HELIPORT,JACKSON LAKE,NEVADA,CA,AWP,01702.*H,N,PR,PR,39.4624011111,-120.5660450000
BLOCK AIR VILLAGE,AIRPORT,HOLT,CLINTON,MO,ACE,11784.7*A,N,PR,PR,39.4630555556,-94.4183333333
MCKEE SKY RANCH,AIRPORT,TERRA ALTA,PRESTON,WV,AEA,26916.*A,N,PR,PR,39.4631477778,-79.5425488889
OMAR N BRADLEY,AIRPORT,MOBERLY,RANDOLPH,MO,ACE,11930.*A,N,PU,PU,39.4634166667,-92.4263888889
CHAPARRAL,AIRPORT,KIOWA,ELBERT,CO,ANM,02646.82*A,N,PR,PR,39.4639722222,-104.2578888889
NORTHWOOD,AIRPORT,HOLT,CLINTON,MO,ACE,11784.71*A,N,PR,PR,39.4641697222,-94.3080005556
FISCHER FIELD,AIRPORT,WALDRON,SHELBY,IN,AGL,05726.51*A,N,PR,PR,39.4658333333,-85.6986111111
PHILLIPS AAF,AIRPORT,ABERDEEN PROVING GROUNDS(ABERDEEN),HARFORD,MD,AEA,08441.3*A,Y,PR,MR,39.4662194444,-76.1688083333
CLEARVIEW AIRPARK,AIRPORT,WESTMINSTER,CARROLL,MD,AEA,08677.1*A,N,PU,PR,39.4670277778,-77.0174444444
AUSTIN,AIRPORT,AUSTIN,LANDER,NV,AWP,13012.*A,N,PU,PU,39.4679444444,-117.1974444444
HERRINGTON FIELD,AIRPORT,OAKLAND,GARRETT,MD,AEA,08604.03*A,N,PR,PR,39.4682666667,-79.4252833333
TURNBERRY RANCH,HELIPORT,CARBONDALE,GARFIELD,CO,ANM,02533.01*H,N,PR,PR,39.4690833333,-107.1357222222
BUZZARDS GAP,ULTRALIGHT,BERKELEY SPRINGS,MORGAN,WV,AEA,26530.1*U,N,PR,PR,39.4695413889,-78.2355608333
MORITZ MEMORIAL,AIRPORT,BELOIT,MITCHELL,KS,ACE,06492.*A,N,PU,PU,39.4711522222,-98.1287838889
MERRITT,AIRPORT,STAUNTON,FAYETTE,OH,AGL,18560.*A,N,PR,PR,39.4720072222,-83.4899183333
WOODCREST FARMS AIRSTRIP,AIRPORT,SHILOH,CUMBERLAND,NJ,AEA,14301.01*A,N,PR,PR,39.4722222222,-75.2775000000
WOOD ACRES,AIRPORT,PERRY,RALLS,MO,ACE,12004.31*A,N,PR,PR,39.4722627778,-91.7112711111
OVERLOOK ATHLETIC CLUB,HELIPORT,BRECKENRIDGE,SUMMIT,CO,ANM,02524.01*H,N,PR,PR,39.4730416667,-106.0325166667
ALBRECHT AIRSTRIP,AIRPORT,LONG GREEN,BALTIMORE,MD,AEA,08589.2*A,N,PR,PR,39.4734400000,-76.5002427778
GOOD NEIGHBOR FARM,AIRPORT,UNIONVILLE,FREDERICK,MD,AEA,08665.1*A,N,PR,PR,39.4742683333,-77.1952597222
FORT BRAGG,AIRPORT,FORT BRAGG,MENDOCINO,CA,AWP,01581.2*A,N,PR,PR,39.4743325000,-123.7955705556
VOLMEDICS,HELIPORT,BRAZIL,CLAY,IN,AGL,05140.12*H,N,PR,PR,39.4745083333,-87.0636416667
CAESAR CREEK,GLIDERPORT,WAYNESVILLE,WARREN,OH,AGL,18651.21*G,N,PR,PR,39.4767269444,-84.0938227778
BRAZIL CLAY COUNTY,AIRPORT,BRAZIL,CLAY,IN,AGL,05140.11*A,N,PU,PU,39.4767355556,-87.0997091667
"CITY HOSPITAL, INC.",HELIPORT,MARTINSBURG,BERKELEY,WV,AEA,26744.01*H,N,PR,PR,39.4767650000,-77.9799983333
SKEETER LANDING,AIRPORT,SHELBYVILLE,SHELBY,IN,AGL,05649.*A,N,PR,PR,39.4778275000,-85.8833158333
COLES COUNTY MEMORIAL,AIRPORT,MATTOON/CHARLESTON,COLES,IL,AGL,04858.1*A,N,PU,PU,39.4779372222,-88.2792383333
ATLANTIC CITY MEDICAL CENTER,HELIPORT,POMONA,ATLANTIC,NJ,AEA,14211.51*H,N,PR,PR,39.4791666667,-74.5397222222
JOHNSON MEMORIAL HOSPITAL,HELIPORT,FRANKLIN,JOHNSON,IN,AGL,05293.03*H,N,PR,PU,39.4800497222,-86.0777644444
ST JOHN,AIRPORT,OWINGS MILLS,BALTIMORE,MD,AEA,08613.6*A,N,PR,PR,39.4805555556,-76.7605555556
STOE CREEK FARM,AIRPORT,CANTON,SALEM,NJ,AEA,13582.7*A,N,PR,PR,39.4813333333,-75.4053333333
RESERVOIR,AIRPORT,FINKSBURG,CARROLL,MD,AEA,08549.6*A,N,PR,PR,39.4820477778,-76.8816450000
OKOLONA PLANTATION,AIRPORT,MIDDLETOWN,KENT,DE,AEA,02981.*A,N,PR,PR,39.4827777778,-75.6975000000
JACK OAK,AIRPORT,LEWISVILLE,MORGAN,IN,AGL,05433.5*A,N,PR,PR,39.4828244444,-86.6769480556
TAVAPATS RANCH,AIRPORT,GREEN RIVER,CARBON,UT,ANM,25154.1*A,N,PR,PR,39.4833002778,-110.1507077778
MAC'S FIELD,AIRPORT,PLATTSBURG,CLINTON,MO,ACE,12015.01*A,N,PR,PR,39.4833325000,-94.4668947222
GERSTELL FARMS,AIRPORT,KEYSER,MINERAL,WV,AEA,26710.1*A,N,PR,PR,39.4834255556,-78.9264136111
BRONSON,AIRPORT,BARGERSVILLE,JOHNSON,IN,AGL,05107.82*A,N,PR,PR,39.4838888889,-86.2269444444
J L GENTILE,HELIPORT,BUENA,ATLANTIC,NJ,AEA,13572.*H,N,PR,PR,39.4842825000,-74.8818358333
UNION HOSPITAL,HELIPORT,TERRE HAUTE,VIGO,IN,AGL,05689.01*H,N,PR,PR,39.4860555556,-87.4073888889
PHERIGO,AIRPORT,SHELBYVILLE,SHELBY,IN,AGL,05649.13*A,N,PR,PR,39.4875491667,-85.8052580556
TRIPLE R,AIRPORT,DEARBORN,PLATTE,MO,ACE,11669.*A,N,PU,PR,39.4877500000,-94.7811388889
OROVILLE MUNI,AIRPORT,OROVILLE,BUTTE,CA,AWP,01998.*A,N,PU,PU,39.4878055556,-121.6220000000
SHEARER,AIRPORT,LEWISVILLE,MORGAN,IN,AGL,05433.51*A,N,PR,PR,39.4883800000,-86.6530583333
SARAH BUSH LINCOLN HEALTH CENTER,HELIPORT,MATTOON,COLES,IL,AGL,04858.12*H,N,PR,PR,39.4888888889,-88.2733333333
STRAWBERRY FIELDS,AIRPORT,MAYS LANDING,ATLANTIC,NJ,AEA,13973.*A,N,PR,PU,39.4891666667,-74.7236111111
GERMANIA,HELIPORT,COLOGNE,ATLANTIC,NJ,AEA,13633.01*H,N,PR,PR,39.4903947222,-74.6068236111
BEAN LAKE,AIRPORT,RUSHVILLE,PLATTE,MO,ACE,12057.1*A,N,PR,PR,39.4916625000,-95.0066313889
RURAL KING SUPPLY,HELIPORT,MATTOON,COLES,IL,AGL,04858.13*H,N,PR,PR,39.4927777778,-88.4122222222
WHELEN,AIRPORT,WALDRON,SHELBY,IN,AGL,05726.5*A,N,PR,PR,39.4936111111,-85.6486111111
VINELAND VETERANS HOME,HELIPORT,VINELAND,CUMBERLAND,NJ,AEA,14385.01*H,N,PR,PU,39.4951155556,-75.0307313889
MCKEOWN,AIRPORT,MIDDLETOWN,KENT,DE,AEA,02981.01*A,N,PR,PR,39.4955555556,-75.7333333333
METROGRO FARM,AIRPORT,AGATE,ELBERT,CO,ANM,02502.*A,N,PR,PR,39.4961111111,-103.7236111111
ATRIUM MEDICAL CENTER,HELIPORT,MIDDLETOWN,WARREN,OH,AGL,18199.02*H,N,PR,PR,39.4974722222,-84.3139166667
RICHVALE,AIRPORT,RICHVALE,BUTTE,CA,AWP,02108.2*A,N,PR,PR,39.4976636111,-121.7713647222
CHARLES E GRUTZMACHER MUNI,AIRPORT,ONAGA,POTTAWATOMIE,KS,ACE,06814.*A,N,PU,PU,39.4979500000,-96.1750833333
FLYING H FARM,AIRPORT,LIBERTYTOWN,FREDERICK,MD,AEA,08589.13*A,N,PR,PR,39.4983333333,-77.2216666667
TITUS FIELD,AIRPORT,ARTHURDALE,PRESTON,WV,AEA,26498.*A,N,PU,PR,39.4988888889,-79.8531388889
FALLON MUNI,AIRPORT,FALLON,CHURCHILL,NV,AWP,13057.1*A,N,PU,PU,39.4990833333,-118.7487500000
RENO/TAHOE INTL,AIRPORT,RENO,WASHOE,NV,AWP,13123.*A,Y,PU,PU,39.4991111111,-119.7681111111
MARTIN,HELIPORT,WATERTON,JEFFERSON,CO,ANM,02755.17*H,N,PR,PR,39.4997105556,-105.1063752778
STARR,AIRPORT,TRIMBLE,CLINTON,MO,ACE,12163.*A,N,PR,PR,39.4999977778,-94.5802319444
NEMO COAL CO,HELIPORT,CAIRO,RANDOLPH,MO,ACE,11585.5*H,N,PR,PR,39.5003108333,-92.5162950000
REMSA/CARE FLIGHT,HELIPORT,RENO,WASHOE,NV,AWP,13123.09*H,N,PR,PR,39.5010225000,-119.7518550000
FALLSTON,AIRPORT,FALLSTON,HARFORD,MD,AEA,08542.*A,N,PU,PR,39.5013333333,-76.4113333333
MARTINS,AIRPORT,LAWSON,RAY,MO,ACE,11860.4*A,N,PR,PR,39.5013947222,-94.1774413889
PAM'S PLACE,AIRPORT,EMINENCE,PUTNAM,IN,AGL,05251.51*A,N,PU,PR,39.5016472222,-86.6885018056
MIAMI UNIVERSITY,AIRPORT,OXFORD,BUTLER,OH,AGL,18369.*A,N,PU,PU,39.5022500000,-84.7843611111
CLINTON FIELD,AIRPORT,WILMINGTON,CLINTON,OH,AGL,18717.01*A,N,PU,PU,39.5024722222,-83.8633055556
BLEWS,AIRPORT,BRIDGETON,CUMBERLAND,NJ,AEA,13566.05*A,N,PR,PR,39.5030555556,-75.1722222222
STRAFUSS,AIRPORT,EFFINGHAM,ATCHISON,KS,ACE,06562.6*A,N,PR,PR,39.5041650000,-95.4710875000
SYCAMORE HOSPITAL,HELIPORT,MIAMISBURG,MONTGOMERY,OH,AGL,18192.01*H,N,PR,PR,39.5042258333,-84.2474380556
ALLIANCE,AIRPORT,PITTSGROVE,SALEM,NJ,AEA,14188.8*A,N,PR,PR,39.5047222222,-75.0930555556
WOODS FIELD,AIRPORT,FRANKLIN,JOHNSON,IN,AGL,05293.04*A,N,PR,PR,39.5050500000,-86.0302625000
RED STEWART AIRFIELD,AIRPORT,WAYNESVILLE,WARREN,OH,AGL,18651.2*A,N,PU,PR,39.5053377778,-84.1218791667
HILLCREST,AIRPORT,OXFORD,BUTLER,OH,AGL,18369.3*A,N,PR,PR,39.5056083333,-84.6988388889
GLENWOOD SPRINGS MUNI,AIRPORT,GLENWOOD SPRINGS,GARFIELD,CO,ANM,02618.*A,N,PU,PU,39.5060000000,-107.3090833333
MILHON,AIRPORT,MARTINSVILLE,MORGAN,IN,AGL,05469.19*A,N,PR,PR,39.5069919444,-86.3897158333
GRIFFITH FLD,AIRPORT,DOWNS,OSBORNE,KS,ACE,06560.67*A,N,PR,PR,39.5078333333,-98.5861666667
MC CULLOUGH HYDE HOSPITAL,HELIPORT,OXFORD,BUTLER,OH,AGL,18369.01*H,N,PR,PR,39.5122750000,-84.7413419444
SANDERS GYROPORT,AIRPORT,CLOVERDALE,PUTNAM,IN,AGL,05187.12*A,N,PR,PR,39.5133794444,-86.7638958333
LAZY-W,AIRPORT,LOGAN,HOCKING,OH,AGL,18099.11*A,N,PR,PR,39.5136777778,-82.4490441667
CANARY'S,AIRPORT,FRANKLIN,JOHNSON,IN,AGL,05293.01*A,N,PR,PR,39.5139383333,-86.0513741667
WILLOWS-GLENN COUNTY,AIRPORT,WILLOWS,GLENN,CA,AWP,02461.*A,N,PU,PU,39.5157500000,-122.2172777778
PICKAWAY COUNTY MEMORIAL,AIRPORT,CIRCLEVILLE,PICKAWAY,OH,AGL,17742.11*A,N,PU,PU,39.5160000000,-82.9821388889
HOLZWARTH FLYING SERVICE,AIRPORT,VIRDEN,MACOUPIN,IL,AGL,05038.32*A,N,PR,PR,39.5166666667,-89.8583333333
WINCHELSEA,AIRPORT,PORT REPUBLIC,ATLANTIC,NJ,AEA,14213.6*A,N,PR,PR,39.5178952778,-74.5090411111
CHESAPEAKE CITY,HELIPORT,CHESAPEAKE CITY,CECIL,MD,AEA,08488.*H,N,PR,PR,39.5180666667,-75.8214500000
WALKER,AIRPORT,LOUISANA,PIKE,MO,ACE,11877.97*A,N,PR,PR,39.5203238611,-91.1718078889
CARDINALS NEST,AIRPORT,BOGGSTOWN,SHELBY,IN,AGL,05136.1*A,N,PR,PR,39.5208805556,-85.8999805556
SUMMIT,AIRPORT,MIDDLETOWN,NEW CASTLE,DE,AEA,02981.1*A,N,PU,PR,39.5210277778,-75.7236666667
NASBY,AIRPORT,SHELBYVILLE,SHELBY,IN,AGL,05649.11*A,N,PR,PR,39.5217147222,-85.6863655556
UPPER CHESAPEAKE MEDICAL CENTER,HELIPORT,BEL AIR,HARFORD,MD,AEA,08461.01*H,N,PR,PR,39.5224972222,-76.3266638889
KROELINGER,AIRPORT,VINELAND,CUMBERLAND,NJ,AEA,14385.*A,N,PU,PR,39.5240041667,-75.0463427778
GLATTHAAR,AIRPORT,GRANDVIEW,EDGAR,IL,AGL,04697.8*A,N,PR,PR,39.5250347222,-87.8058633333
RENOWN RGNL MEDICAL CENTER,HELIPORT,RENO,WASHOE,NV,AWP,13123.05*H,N,PR,PR,39.5262997222,-119.7960238889
MOUNT PLEASANT,AIRPORT,MOUNT PLEASANT,SANPETE,UT,ANM,25216.*A,N,PU,PU,39.5265430556,-111.4760875000
GARFIELD COUNTY RGNL,AIRPORT,RIFLE,GARFIELD,CO,ANM,02711.*A,N,PU,PU,39.5266111111,-107.7280000000
DBS AIR,HELIPORT,RIFLE,GARFIELD,CO,ANM,02711.03*H,N,PR,PR,39.5277777778,-107.7188888889
ST. VINCENT CLAY HOSPITAL,HELIPORT,BRAZIL,CLAY,IN,AGL,05140.*H,N,PR,PR,39.5277777778,-87.1116666667
SKY RIDGE MEDICAL CENTER,HELIPORT,LONE TREE,DOUGLAS,CO,ANM,02668.95*H,N,PR,PR,39.5280555556,-104.8697222222
ENOCH,AIRPORT,FINDLAY,SHELBY,IL,AGL,04648.41*A,N,PR,PR,39.5283705556,-88.7639597222
MCMINN,AIRPORT,RUSHVILLE,RUSH,IN,AGL,05624.03*A,N,PR,PR,39.5286111111,-85.3333333333
EVERITT,AIRPORT,PARKER,ELBERT,CO,ANM,02704.22*A,N,PR,PR,39.5291544444,-104.6580266667
BURR OAK LODGE,HELIPORT,GLOUSTER,MORGAN,OH,AGL,17961.*H,N,PR,PU,39.5303480556,-82.0333372222
MIDDLETOWN REGIONAL/HOOK FIELD,AIRPORT,MIDDLETOWN,BUTLER,OH,AGL,18199.*A,N,PU,PU,39.5318055556,-84.3964444444
GREGORY MAY,HELIPORT,HAVRE DE GRACE,HARFORD,MD,AEA,08573.01*H,N,PR,PU,39.5322285278,-76.1036066389
CLOVER KNOLL,AIRPORT,CLOVERDALE,PUTNAM,IN,AGL,05187.*A,N,PR,PR,39.5322675000,-86.8322311111
VALLEY VIEW HOSPITAL,HELIPORT,GLENWOOD SPRINGS,GARFIELD,CO,ANM,02618.04*H,N,PR,PR,39.5323472222,-107.3226555556
TAYLORVILLE MUNI,AIRPORT,TAYLORVILLE,CHRISTIAN,IL,AGL,05023.6*A,N,PU,PU,39.5325855000,-89.3307069167
ST MARY'S RGNL MEDICAL CENTER,HELIPORT,RENO,WASHOE,NV,AWP,13123.06*H,N,PR,PR,39.5332444444,-119.8176916667
BROOKVILLE RESERVOIR,SEAPLANE BASE,BROOKVILLE,FRANKLIN,IN,AGL,05144.2*C,N,PU,PU,39.5333055556,-85.0005555556
LOOKOUT MOUNTAIN,HELIPORT,GLENWOOD SPRINGS,GARFIELD,CO,ANM,02618.01*H,N,PR,PR,39.5333155556,-107.2839422222
RIFLE JUNCTION,HELIPORT,RIFLE,GARFIELD,CO,ANM,02711.02*H,N,PR,PR,39.5338888889,-107.7722222222
WINTERS,AIRPORT,HALL,MORGAN,IN,AGL,05335.*A,N,PR,PR,39.5342136111,-86.5772219444
VINELAND-DOWNSTOWN,AIRPORT,VINELAND,GLOUCESTER,NJ,AEA,14387.*A,N,PU,PR,39.5395833333,-74.9676666667
NORTHERN NEVADA MEDICAL CENTER,HELIPORT,SPARKS,WASHOE,NV,AWP,13135.2*H,N,PR,PR,39.5403444444,-119.6982388889
HAVRE DE GRACE,SEAPLANE BASE,HAVRE DE GRACE,HARFORD,MD,AEA,08573.*C,N,PU,PR,39.5415022222,-76.0696716667
ALLOWAY AIRFIELD,AIRPORT,ALLOWAY,SALEM,NJ,AEA,13474.5*A,N,PR,PR,39.5417808333,-75.3043566667
HUDSON,AIRPORT,AUSTIN,CHURCHILL,NV,AWP,13012.16*A,N,PR,PR,39.5443650000,-117.7506711111
PARKER ADVENTIST HOSPITAL,HELIPORT,PARKER,DOUGLAS,CO,ANM,02704.2*H,N,PR,PR,39.5475519444,-104.7671374444
SKY KING,AIRPORT,TERRE HAUTE,VIGO,IN,AGL,05688.1*A,N,PU,PR,39.5477866667,-87.3773525000
CARL ENSOR,AIRPORT,GRAINVILLE,MONROE,MO,ACE,11754.25*A,N,PR,PR,39.5486488889,-92.0987844444
MERSHON,AIRPORT,MONROVIA,MORGAN,IN,AGL,05495.01*A,N,PR,PR,39.5488888889,-86.4766666667
JOHN R REED,AIRPORT,ASHMORE,COLES,IL,AGL,04387.3*A,N,PR,PR,39.5492016667,-88.0322583333
BLOSSER MUNI,AIRPORT,CONCORDIA,CLOUD,KS,ACE,06550.*A,N,PU,PU,39.5492222222,-97.6523055556
MRS BOZMAN,HELIPORT,JACKSONVILLE,BALTIMORE,MD,AEA,08577.5*H,N,PR,PR,39.5495500000,-76.5627452778
MEYER RANCH,AIRPORT,CONIFER,JEFFERSON,CO,ANM,02545.65*A,N,PR,PR,39.5499880556,-105.2838805556
EAGLE LODGE,AIRPORT,SUMNER,LIVINGSTON,MO,ACE,12151.2*A,N,PR,PR,39.5500236111,-93.2502058333
HOUSTON,HELIPORT,ELIZABETH,ELBERT,CO,ANM,02592.64*H,N,PR,PR,39.5508888889,-104.5056833333
LUMBERTON,AIRPORT,WILMINGTON,CLINTON,OH,AGL,18717.02*A,N,PR,PR,39.5531163889,-83.8549272222
MERTS FIELD,AIRPORT,WILMINGTON,CLINTON,OH,AGL,18717.05*A,N,PR,PR,39.5534722222,-83.8521111111
RILEY BRANCUS RANCH,HELIPORT,HUNTSVILLE,RANDOLPH,MO,ACE,11791.3*H,N,PR,PR,39.5539208333,-92.5674077778
CHURCH'S LANDING,AIRPORT,RUSHVILLE,BUCHANAN,MO,ACE,12057.*A,N,PR,PR,39.5541666667,-94.9986111111
TAYLORVILLE MEMORIAL HOSPITAL,HELIPORT,TAYLORVILLE,CHRISTIAN,IL,AGL,05023.61*H,N,PR,PR,39.5544444444,-89.2941666667
DEER CREEK BUILDING,HELIPORT,LITTLETON,JEFFERSON,CO,ANM,02668.221*H,N,PR,PR,39.5560991667,-105.1622105556
BALD EAGLE FIELD,AIRPORT,STOCKPORT,MORGAN,OH,AGL,18563.*A,N,PR,PR,39.5564611111,-81.7809672222
CHECKPOINT CHARLIE,AIRPORT,LOWELL,WASHINGTON,OH,AGL,18115.85*A,N,PR,PR,39.5567400000,-81.5695702778
CARROLL HOSPITAL CENTER,HELIPORT,WESTMINSTER,CARROLL,MD,AEA,08677.13*H,N,PR,PR,39.5586111111,-76.9908333333
TIGER FLD,AIRPORT,FERNLEY,LYON,NV,AWP,13060.*A,N,PU,PU,39.5596111111,-119.2414444444
MILES FIELD,AIRPORT,NEW WHITELAND,JOHNSON,IN,AGL,05534.6*A,N,PR,PR,39.5597700000,-86.1349866667
MILDON,HELIPORT,TARLTON,FAIRFIELD,OH,AGL,18563.6*H,N,PR,PR,39.5597852778,-82.7751713889
COOMBS,AIRPORT,ELMER,SALEM,NJ,AEA,13686.*A,N,PR,PR,39.5605555556,-75.2186111111
BECK,AIRPORT,BARGERSVILLE,JOHNSON,IN,AGL,05107.81*A,N,PR,PR,39.5608769444,-86.2039741667
AIR JORDAN,AIRPORT,WAYNESVILLE,WARREN,OH,AGL,18651.23*A,N,PR,PR,39.5611111111,-84.0519444444
SOUTHERN TRAINING CENTER,HELIPORT,SALEM,SALEM,NJ,AEA,14280.11*H,N,PR,PR,39.5615016667,-75.4790872222
KNOLLWOOD FARM,AIRPORT,ELKTON,CECIL,MD,AEA,08536.04*A,N,PR,PR,39.5618333333,-75.8348333333
PORTER FIELD,ULTRALIGHT,NEW WHITELAND,JOHNSON,IN,AGL,05534.61*U,N,PR,PR,39.5619922222,-86.1124861111
SALEM AIRFIELD,AIRPORT,SALEM,SALEM,NJ,AEA,14280.*A,N,PR,PR,39.5626127778,-75.4496413889
WILLIAMS,HELIPORT,BOGGSTOWN,SHELBY,IN,AGL,05136.02*H,N,PR,PR,39.5647222222,-85.9166666667
MAYES HOMESTEAD,AIRPORT,POLO,CALDWELL,MO,ACE,12022.48*A,N,PR,PR,39.5661277778,-94.1846916667
LAKE OROVILLE LANDING AREA,SEAPLANE BASE,OROVILLE,BUTTE,CA,AWP,01998.1*C,N,PU,PU,39.5665527778,-121.4677458333
BERRY FIELD,AIRPORT,NEW WHITELAND,JOHNSON,IN,AGL,05534.63*A,N,PR,PR,39.5666666667,-86.1180555556
HARFORD COUNTY,AIRPORT,CHURCHVILLE,HARFORD,MD,AEA,08491.*A,N,PU,PR,39.5668377778,-76.2024027778
THREE J,AIRPORT,NEW WINDSOR,CARROLL,MD,AEA,08602.*A,N,PR,PR,39.5689894444,-77.1213711111
CENTENNIAL,AIRPORT,DENVER,ARAPAHOE,CO,ANM,02572.*A,Y,PU,PU,39.5701111111,-104.8493055556
FAYETTE COUNTY,AIRPORT,WASHINGTON COURT HOUSE,FAYETTE,OH,AGL,18642.2*A,N,PU,PU,39.5704040278,-83.4205161667
AMELIA EARHART,AIRPORT,ATCHISON,ATCHISON,KS,ACE,06476.*A,N,PU,PU,39.5705247222,-95.1803313889
NULLTOWN WINGNUTS,ULTRALIGHT,CONNERSVILLE,FAYETTE,IN,AGL,05194.2*U,N,PR,PR,39.5716666667,-85.1586111111
DIAMOND M RANCH,AIRPORT,ELK CREEK,GLENN,CA,AWP,01535.*A,N,PR,PR,39.5721016667,-122.6094375000
