State Office,District,Field Office,Sub Office,DO Code,FO Code,State,Acres
California,N/A,Hollister,N/A,CA190,N/A,California,674.01755148694
California,N/A,Hollister,N/A,CA190,N/A,California,332.24497500150
California,California Desert,Ridgecrest,N/A,CA600,CA6508,Nevada,35.55346757639
California,N/A,Bakersfield,N/A,CA160,N/A,California,429.39350049683
Nevada,N/A,Ely,N/A,NV040,N/A,Nevada,81.47870513142
California,California Desert,Ridgecrest,N/A,CA600,CA6508,California,62.84106791675
Nevada,N/A,Ely,N/A,NV040,N/A,Nevada,469.43503421836
Nevada,N/A,Battle Mountain,N/A,NV060,N/A,Nevada,1108.93709358313
California,California Desert,Ridgecrest,N/A,CA600,CA6508,California,421.19278731672
California,N/A,Bakersfield,N/A,CA160,N/A,California,1209.35258277029
California,California Desert,Ridgecrest,N/A,CA600,CA6508,California,12.62598768921
California,California Desert,Ridgecrest,N/A,CA600,CA6508,Nevada,17.73284347494
California,N/A,Bakersfield,N/A,CA160,N/A,California,757.65119399715
California,N/A,Bakersfield,N/A,CA160,N/A,California,21.84580787079
California,N/A,Bakersfield,N/A,CA160,N/A,California,50.65513541458
California,N/A,Bakersfield,N/A,CA160,N/A,California,38.19069099149
California,N/A,Bakersfield,N/A,CA160,N/A,California,36.14646365329
California,N/A,Bishop,N/A,CA170,N/A,California,12905.83245228748
California,California Desert,El Centro,N/A,CA600,CA6708,California,2077.14042544473
Nevada,N/A,Battle Mountain,N/A,NV060,N/A,Nevada,269.88732086815
Nevada,N/A,Battle Mountain,N/A,NV060,N/A,Nevada,169.32642317713
Nevada,N/A,Battle Mountain,N/A,NV060,N/A,Nevada,139366.30108665628
Nevada,N/A,Battle Mountain,N/A,NV060,N/A,Nevada,19007.92481933295
Nevada,N/A,Battle Mountain,N/A,NV060,N/A,Nevada,63841.20077100972
California,California Desert,Barstow,N/A,CA600,CA6808,California,3.17397227835
California,California Desert,Barstow,N/A,CA600,CA6808,California,24.06025422538
California,California Desert,Barstow,N/A,CA600,CA6808,Nevada,69.52701529221
California,California Desert,Barstow,N/A,CA600,CA6808,Nevada,120.56953222713
California,California Desert,El Centro,N/A,CA600,CA6708,California,5182.91824706337
California,California Desert,Barstow,N/A,CA600,CA6808,California,669.07171895944
California,California Desert,Barstow,N/A,CA600,CA6808,California,629.57597880595
California,California Desert,Barstow,N/A,CA600,CA6808,California,634.68282236326
California,California Desert,Ridgecrest,N/A,CA600,CA6508,California,811.10317733483
California,California Desert,Barstow,N/A,CA600,CA6808,California,616.79893847683
California,California Desert,Barstow,N/A,CA600,CA6808,California,1236.97807779586
Nevada,N/A,Battle Mountain,N/A,NV060,N/A,Nevada,115496.20825449485
Nevada,N/A,Battle Mountain,N/A,NV060,N/A,Nevada,34642.93529541473
California,California Desert,El Centro,N/A,CA600,CA6708,California,3811.99111743145
California,California Desert,El Centro,N/A,CA600,CA6708,California,157.09218289519
California,California Desert,Ridgecrest,N/A,CA600,CA6508,California,10179.53645548047
California,California Desert,Ridgecrest,N/A,CA600,CA6508,California,672.54619101660
California,California Desert,Ridgecrest,N/A,CA600,CA6508,California,70.15317260138
California,California Desert,Ridgecrest,N/A,CA600,CA6508,Nevada,1.97530431728
California,California Desert,El Centro,N/A,CA600,CA6708,California,980.73105205875
California,N/A,Bakersfield,N/A,CA160,N/A,California,3441.28831478972
California,N/A,Bishop,N/A,CA170,N/A,California,1873.13993425744
California,N/A,Bishop,N/A,CA170,N/A,California,12389.42922762957
California,N/A,Bishop,N/A,CA170,N/A,California,1.25573853136
California,N/A,Bishop,N/A,CA170,N/A,California,6438.20405356704
California,N/A,Bishop,N/A,CA170,N/A,California,11.93063254148
California,N/A,Bishop,N/A,CA170,N/A,California,9.60654091753
California,California Desert,El Centro,N/A,CA600,CA6708,California,451.50286122499
California,N/A,Bishop,N/A,CA170,N/A,California,2165.63361671017
California,California Desert,El Centro,N/A,CA600,CA6708,California,123.57568250474
Nevada,N/A,Ely,N/A,NV040,N/A,Nevada,5358.05736336324
California,California Desert,El Centro,N/A,CA600,CA6708,California,680.41680235136
Nevada,N/A,Ely,N/A,NV040,N/A,Nevada,9992.73453816426
Nevada,N/A,Ely,N/A,NV040,N/A,Nevada,36755.22803487162
Nevada,N/A,Battle Mountain,N/A,NV060,N/A,Nevada,8.59901474218
California,California Desert,Needles,N/A,CA600,CA6908,California,38.56037722585
California,California Desert,Needles,N/A,CA600,CA6908,California,4.08671665913
Nevada,N/A,Ely,N/A,NV040,N/A,Nevada,31031.03017642952
California,California Desert,El Centro,N/A,CA600,CA6708,California,28.55124646013
California,California Desert,El Centro,N/A,CA600,CA6708,California,7.68706266935
California,California Desert,El Centro,N/A,CA600,CA6708,California,15.29319794550
California,California Desert,Needles,N/A,CA600,CA6908,California,4.57975947443
California,California Desert,Palm Springs-South Coast,N/A,CA600,CA6608,California,375.12530710132
California,California Desert,Palm Springs-South Coast,N/A,CA600,CA6608,California,2144.93604649183
California,California Desert,Palm Springs-South Coast,N/A,CA600,CA6608,California,5.07702055932
California,California Desert,Ridgecrest,N/A,CA600,CA6508,California,47.37596818908
California,California Desert,Ridgecrest,N/A,CA600,CA6508,California,141.37816114710
Nevada,N/A,Battle Mountain,N/A,NV060,N/A,Nevada,429.24650909274
Nevada,N/A,Battle Mountain,N/A,NV060,N/A,Nevada,43923.30626670725
Idaho,Boise,Owyhee,N/A,ID100,ID1300,Oregon,56.93939916832
California,California Desert,Ridgecrest,N/A,CA600,CA6508,California,66.10521736879
California,California Desert,Ridgecrest,N/A,CA600,CA6508,California,51.32775277930
California,California Desert,Ridgecrest,N/A,CA600,CA6508,California,298.39803680696
California,California Desert,Ridgecrest,N/A,CA600,CA6508,California,167.04952564896
California,California Desert,Ridgecrest,N/A,CA600,CA6508,California,28.86951446929
California,California Desert,Ridgecrest,N/A,CA600,CA6508,California,26.09578291677
California,N/A,Bishop,N/A,CA170,N/A,California,9304.31189366395
California,N/A,Bishop,N/A,CA170,N/A,California,215.18277572475
Nevada,N/A,Ely,N/A,NV040,N/A,Nevada,323.87866665165
California,N/A,Bishop,N/A,CA170,N/A,California,5475.05700143849
California,N/A,Bishop,N/A,CA170,N/A,California,70.18891146058
California,N/A,Bishop,N/A,CA170,N/A,California,2.88482130467
California,N/A,Bishop,N/A,CA170,N/A,California,455.75325246718
Nevada,N/A,Battle Mountain,N/A,NV060,N/A,Nevada,340.97167758037
Idaho,Twin Falls,Shoshone,N/A,ID200,ID2300,Idaho,3.90961571901
California,N/A,Bakersfield,N/A,CA160,N/A,California,15827.70090750502
California,N/A,Bakersfield,N/A,CA160,N/A,California,120.09325600307
Nevada,N/A,Las Vegas,N/A,NV050,N/A,Nevada,6.55368797111
Nevada,N/A,Battle Mountain,N/A,NV060,N/A,Nevada,148.97143930949
California,N/A,Folsom,N/A,CA180,N/A,California,5.73261939238
California,N/A,Arcata,N/A,CA330,N/A,California,162.20759670860
California,N/A,Bakersfield,N/A,CA160,N/A,California,4623.04732845972
California,N/A,Bakersfield,N/A,CA160,N/A,California,8.86796044766
Nevada,N/A,Battle Mountain,N/A,NV060,N/A,Nevada,41524.26602779546
California,N/A,Bishop,N/A,CA170,N/A,California,7611.30930451697
California,N/A,Bishop,N/A,CA170,N/A,California,16.69678036755
Nevada,N/A,Las Vegas,N/A,NV050,N/A,Nevada,294.93324410517
Oregon/Washington,Vale,Baker,N/A,OR030,OR0358,Oregon,142.68890878413
California,N/A,Bishop,N/A,CA170,N/A,California,7042.37350468184
California,N/A,Bishop,N/A,CA170,N/A,California,8306.29137251313
Nevada,N/A,Las Vegas,N/A,NV050,N/A,Nevada,37.13063821144
Idaho,Twin Falls,Shoshone,N/A,ID200,ID2300,Idaho,7.80480708922
California,N/A,Bishop,N/A,CA170,N/A,California,363.20801710840
California,N/A,Bishop,N/A,CA170,N/A,California,1.94681669098
California,N/A,Bishop,N/A,CA170,N/A,California,362.84411396864
California,N/A,Bishop,N/A,CA170,N/A,California,999.03226214863
California,N/A,Bishop,N/A,CA170,N/A,California,700.08096868630
Idaho,Twin Falls,Shoshone,N/A,ID200,ID2300,Idaho,3611.10468640063
California,N/A,Bishop,N/A,CA170,N/A,California,6447.23323919905
California,N/A,Bishop,N/A,CA170,N/A,California,23.35557111663
California,N/A,Bishop,N/A,CA170,N/A,California,2042.97199443751
California,N/A,Hollister,N/A,CA190,N/A,California,2340.39397641290
California,N/A,Hollister,N/A,CA190,N/A,California,1007.93474587186
Nevada,N/A,Las Vegas,N/A,NV050,N/A,Nevada,3958.17349120076
Nevada,N/A,Las Vegas,N/A,NV050,N/A,Nevada,386.81311120334
Nevada,N/A,Las Vegas,N/A,NV050,N/A,Nevada,5.23728939056
Nevada,N/A,Las Vegas,N/A,NV050,N/A,Nevada,42.22507413375
Nevada,N/A,Las Vegas,N/A,NV050,N/A,Nevada,345.14116665463
Nevada,N/A,Las Vegas,N/A,NV050,N/A,Nevada,1213.99611963314
Nevada,N/A,Las Vegas,N/A,NV050,N/A,Nevada,2992.41171986972
Nevada,N/A,Las Vegas,N/A,NV050,N/A,Nevada,15.10250977076
Nevada,N/A,Battle Mountain,N/A,NV060,N/A,Nevada,2047.69109580985
California,N/A,Bishop,N/A,CA170,N/A,California,5313.97437838667
California,N/A,Hollister,N/A,CA190,N/A,California,6591.04770619357
California,N/A,Hollister,N/A,CA190,N/A,California,1487.90812808330
Nevada,N/A,Battle Mountain,N/A,NV060,N/A,Nevada,1195.97062122100
Nevada,N/A,Battle Mountain,N/A,NV060,N/A,Nevada,17202.02426755854
Nevada,N/A,Battle Mountain,N/A,NV060,N/A,Nevada,2059.26394228679
Nevada,N/A,Carson City,N/A,NV030,N/A,Nevada,80528.79873427011
Nevada,Carson City,Carson City,N/A,NV030,N/A,California,2467.37747626457
Nevada,Carson City,Carson City,N/A,NV030,N/A,California,492.52285359393
Nevada,N/A,Battle Mountain,N/A,NV060,N/A,Nevada,3636.44817659528
Nevada,N/A,Battle Mountain,N/A,NV060,N/A,Nevada,84954.23161162851
California,N/A,Bakersfield,N/A,CA160,N/A,California,1404.06615048585
California,N/A,Bakersfield,N/A,CA160,N/A,California,17608.03961995901
California,N/A,Bishop,N/A,CA170,N/A,California,16215.77630245343
California,N/A,Bishop,N/A,CA170,N/A,California,23579.84092286550
Nevada,N/A,Battle Mountain,N/A,NV060,N/A,Nevada,3.38804379190
Nevada,N/A,Battle Mountain,N/A,NV060,N/A,Nevada,7.36061228109
Nevada,N/A,Battle Mountain,N/A,NV060,N/A,Nevada,69492.68641854523
Nevada,N/A,Carson City,N/A,NV030,N/A,California,105.01847800512
Nevada,N/A,Carson City,N/A,NV030,N/A,California,10.87898002381
Nevada,N/A,Carson City,N/A,NV030,N/A,Nevada,9.41282511768
California,California Desert,Barstow,N/A,CA600,CA6808,California,95886.12784865921
California,California Desert,Barstow,N/A,CA600,CA6808,California,40052.64439970245
California,California Desert,Barstow,N/A,CA600,CA6808,California,111837.79698245465
California,California Desert,Barstow,N/A,CA600,CA6808,California,100132.53549844718
Oregon/Washington,Prineville,Deschutes,N/A,OR050,OR0568,Oregon,66.95807233475
Oregon/Washington,Vale,Jordan,N/A,OR030,OR0368,Oregon,27.98103155176
California,California Desert,Palm Springs-South Coast,N/A,CA600,CA6608,California,11152.92320431526
California,N/A,Bakersfield,N/A,CA160,N/A,California,14817.32347761188
California,N/A,Bakersfield,N/A,CA160,N/A,California,40522.56779812429
California,N/A,Folsom,N/A,CA180,N/A,California,42.51970289265
California,N/A,Surprise,N/A,CA370,N/A,California,612.73320499162
California,N/A,Bishop,N/A,CA170,N/A,California,12094.52492975614
California,N/A,Bishop,N/A,CA170,N/A,California,53999.68652441460
California,N/A,Bishop,N/A,CA170,N/A,California,19740.46573821374
Oregon/Washington,Prineville,Deschutes,N/A,OR050,OR0568,Oregon,2.09821810200
Idaho,Twin Falls,Shoshone,N/A,ID200,ID2300,Idaho,5.11822482601
California,N/A,Bishop,N/A,CA170,N/A,California,14668.20155094940
Idaho,Boise,Bruneau,N/A,ID100,ID1200,Idaho,4806.38318473365
Idaho,Twin Falls,Shoshone,N/A,ID200,ID2300,Idaho,1.83119910553
California,N/A,Hollister,N/A,CA190,N/A,California,11164.40907891510
Nevada,N/A,Battle Mountain,N/A,NV060,N/A,Nevada,68115.11207030315
California,N/A,Bishop,N/A,CA170,N/A,California,3593.02038280971
Nevada,N/A,Battle Mountain,N/A,NV060,N/A,Nevada,4629.75924400411
Nevada,N/A,Carson City,N/A,NV030,N/A,Nevada,43616.59118203977
Nevada,N/A,Carson City,N/A,NV030,N/A,Nevada,12711.84596165165
California,N/A,Eagle Lake,N/A,CA350,N/A,California,20202.75157912321
California,N/A,Eagle Lake,N/A,CA350,N/A,California,46413.63319730404
California,N/A,Eagle Lake,N/A,CA350,N/A,California,18415.34712141153
Nevada,N/A,Winnemucca,N/A,NV020,N/A,Nevada,68882.05267769984
Nevada,N/A,Winnemucca,N/A,NV020,N/A,Nevada,25185.77570152733
Nevada,N/A,Winnemucca,N/A,NV020,N/A,Nevada,77387.63021180083
California,N/A,Arcata,N/A,CA330,N/A,California,1.59141237766
Idaho,Twin Falls,Shoshone,N/A,ID200,ID2300,Idaho,2.33355509967
California,N/A,Ukiah,N/A,CA340,N/A,California,6833.79140902116
Nevada,N/A,Battle Mountain,N/A,NV060,N/A,Nevada,2736.89614602494
Nevada,N/A,Winnemucca,N/A,NV020,N/A,Nevada,31948.77146042836
Nevada,N/A,Winnemucca,N/A,NV020,N/A,Nevada,75066.78105066603
Oregon/Washington,Prineville,Central Oregon,N/A,OR050,OR0548,Oregon,210.26610160937
Nevada,N/A,Winnemucca,N/A,NV020,N/A,Nevada,10199.47074002905
Nevada,N/A,Winnemucca,N/A,NV020,N/A,Nevada,24800.45557663975
California,N/A,Eagle Lake,N/A,CA350,N/A,Nevada,107186.76214849955
California,N/A,Eagle Lake,N/A,CA350,N/A,Nevada,38410.24725760622
Oregon/Washington,Vale,Jordan,N/A,OR030,OR0368,Oregon,30.10291125254
Oregon/Washington,Vale,Jordan,N/A,OR030,OR0368,Oregon,1.33178944087
Nevada,N/A,Winnemucca,N/A,NV020,N/A,Nevada,13125.19381779146
California,N/A,Eagle Lake,N/A,CA350,N/A,California,61587.27426050066
Idaho,Boise,Owyhee,N/A,ID100,ID1300,Oregon,1630.81277479890
Idaho,Twin Falls,Jarbridge,N/A,ID200,ID2100,Idaho,28169.91850875468
Idaho,Twin Falls,Jarbridge,N/A,ID200,ID2100,Idaho,64364.32387249439
Oregon/Washington,Burns,Andrews,N/A,OR020,OR0268,Oregon,295663.86013095366
Oregon/Washington,Burns,Andrews,N/A,OR020,OR0268,Oregon,15408.01809300319
Oregon/Washington,Burns,Andrews,N/A,OR020,OR0268,Oregon,61165.53600069659
California,N/A,Eagle Lake,N/A,CA350,N/A,California,16021.17669812470
California,N/A,Eagle Lake,N/A,CA350,N/A,Nevada,72753.16327018754
Idaho,Boise,Owyhee,N/A,ID100,ID1300,Idaho,25042.74925500203
Oregon/Washington,Burns,Andrews,N/A,OR020,OR0268,Oregon,277817.21246932191
Oregon/Washington,Burns,Andrews,N/A,OR020,OR0268,Oregon,33665.25825368110
Oregon/Washington,Prineville,Central Oregon,N/A,OR050,OR0548,Oregon,29549.12925679738
Oregon/Washington,Lakeview,Lakeview,N/A,OR010,OR0158,Oregon,68341.39339245326
Oregon/Washington,Prineville,Deschutes,N/A,OR050,OR0568,Oregon,32.82049946846
Oregon/Washington,Burns,Andrews,N/A,OR020,OR0268,Oregon,15674.97287604663
Oregon/Washington,Burns,Three Rivers,N/A,OR020,OR0258,Oregon,14821.48213234956
Oregon/Washington,Lakeview,Lakeview,N/A,OR010,OR0158,Oregon,28679.72091541659
Oregon/Washington,Lakeview,Lakeview,N/A,OR010,OR0158,Oregon,118710.18340576827
Oregon/Washington,Prineville,Deschutes,N/A,OR050,OR0568,Oregon,29548.99724911282
Oregon/Washington,Lakeview,Lakeview,N/A,OR010,OR0158,Oregon,68414.94209526324
Oregon/Washington,Lakeview,Lakeview,N/A,OR010,OR0158,Oregon,3352.19143250759
Oregon/Washington,Prineville,Central Oregon,N/A,OR050,OR0548,Oregon,33002.62956252055
Oregon/Washington,Vale,Baker,N/A,OR030,OR0358,Oregon,7250.80237635281
Oregon/Washington,Vale,Jordan,N/A,OR030,OR0368,Oregon,1.98700867292
Oregon/Washington,Prineville,Central Oregon,N/A,OR050,OR0548,Oregon,727.29147701350
Oregon/Washington,Prineville,Central Oregon,N/A,OR050,OR0548,Oregon,8363.80930426909
California,N/A,Arcata,N/A,CA330,N/A,California,42.69581820177
Idaho,Boise,Owyhee,N/A,ID100,ID1300,Oregon,11.23182012535
Oregon/Washington,Prineville,Deschutes,N/A,OR050,OR0568,Oregon,26.04637013095
Oregon/Washington,Prineville,Central Oregon,N/A,OR050,OR0548,Oregon,6466.94141237293
Oregon/Washington,Prineville,Central Oregon,N/A,OR050,OR0548,Oregon,28823.98622295635
Oregon/Washington,Prineville,Central Oregon,N/A,OR050,OR0548,Oregon,11382.96561715589
Oregon/Washington,Prineville,Central Oregon,N/A,OR050,OR0548,Oregon,52281.00410857898
Oregon/Washington,Prineville,Deschutes,N/A,OR050,OR0568,Oregon,5.87501861198
Oregon/Washington,Prineville,Deschutes,N/A,OR050,OR0568,Oregon,6.13639060981
Oregon/Washington,Spokane,Wenatchee,N/A,OR130,OR1348,Washington,5528.72743674620
Oregon/Washington,Vale,Baker,N/A,OR030,OR0358,Oregon,7395.19511614583
Oregon/Washington,Vale,Jordan,N/A,OR030,OR0368,Oregon,196664.56969794707
Oregon/Washington,Vale,Jordan,N/A,OR030,OR0368,Oregon,273699.15636534645
Oregon/Washington,Vale,Jordan,N/A,OR030,OR0368,Oregon,292194.65142547572
Oregon/Washington,Vale,Jordan,N/A,OR030,OR0368,Oregon,163162.94664308804
Oregon/Washington,Vale,Malheur,N/A,OR030,OR0348,Oregon,13811.73659911968
Oregon/Washington,Vale,Malheur,N/A,OR030,OR0348,Oregon,13815.53582000960
Nevada,N/A,Battle Mountain,N/A,NV060,N/A,Nevada,49137.98501087724
Oregon/Washington,Vale,Malheur,N/A,OR030,OR0348,Oregon,49036.23285905978
Oregon/Washington,Vale,Malheur,N/A,OR030,OR0348,Oregon,61254.36352361996
Oregon/Washington,Vale,Malheur,N/A,OR030,OR0348,Oregon,43401.73474247563
Nevada,N/A,Carson City,N/A,NV030,N/A,Nevada,94239.24370079662
Oregon/Washington,Burns,Andrews,N/A,OR020,OR0268,Nevada,113.17289713139
Oregon/Washington,Lakeview,Klamath Falls,N/A,OR010,OR0148,Oregon,337.98048156174
Oregon/Washington,Lakeview,Lakeview,N/A,OR010,OR0158,Nevada,434.29672252202
Oregon/Washington,Medford,Ashland,N/A,OR110,OR1288,Oregon,6428.51822520615
California,N/A,Arcata,N/A,CA330,N/A,California,61.88018649436
Nevada,N/A,Elko,N/A,NV010,N/A,Nevada,1.87774640362
Nevada,N/A,Elko,N/A,NV010,N/A,Nevada,7837.83947048585
Nevada,N/A,Elko,N/A,NV010,N/A,Nevada,6459.37496839556
Nevada,N/A,Elko,N/A,NV010,N/A,Nevada,41010.24686018725
Nevada,N/A,Winnemucca,N/A,NV020,N/A,Nevada,19914.04565729948
Oregon/Washington,Vale,Jordan,N/A,OR030,OR0368,Nevada,101.06905865516
Nevada,N/A,Elko,N/A,NV010,N/A,Idaho,167.44796727585
Nevada,N/A,Winnemucca,N/A,NV020,N/A,Nevada,5144.91093352554
Idaho,Coeur d'Alene,Cottonwood,N/A,ID400,ID4200,Idaho,485.32880405131
Idaho,Coeur d'Alene,Cottonwood,N/A,ID400,ID4200,Idaho,5553.08613460975
Idaho,Boise,Owyhee,N/A,ID100,ID1300,Oregon,1.27628006872
Idaho,Boise,Owyhee,N/A,ID100,ID1300,Oregon,6.40753067867
Idaho,Twin Falls,Shoshone,N/A,ID200,ID2300,Idaho,17.41284565283
Oregon/Washington,Prineville,Deschutes,N/A,OR050,OR0568,Oregon,1013.48251415842
California,N/A,Surprise,N/A,CA370,N/A,California,112.80363110536
California,N/A,Surprise,N/A,CA370,N/A,California,196.64311904368
California,N/A,Surprise,N/A,CA370,N/A,Nevada,24.22670153889
California,N/A,Surprise,N/A,CA370,N/A,Nevada,6.49888785000
California,N/A,Surprise,N/A,CA370,N/A,Nevada,8.23361519922
California,N/A,Surprise,N/A,CA370,N/A,California,41.00803073899
California,N/A,Surprise,N/A,CA370,N/A,California,190.60881446124
California,N/A,Surprise,N/A,CA370,N/A,California,183.96009544171
Oregon/Washington,Vale,Jordan,N/A,OR030,OR0368,Oregon,3.75391405962
California,N/A,Surprise,N/A,CA370,N/A,California,316.97993599562
Oregon/Washington,Vale,Jordan,N/A,OR030,OR0368,Oregon,19.13935110869
Oregon/Washington,Vale,Jordan,N/A,OR030,OR0368,Oregon,53.49309051669
California,N/A,Eagle Lake,N/A,CA350,N/A,California,723.52755264832
California,N/A,Surprise,N/A,CA370,N/A,California,205.73596127910
California,N/A,Surprise,N/A,CA370,N/A,Nevada,9.04070831358
Oregon/Washington,Vale,Jordan,N/A,OR030,OR0368,Oregon,807.06586370530
California,N/A,Surprise,N/A,CA370,N/A,Nevada,168.94097675615
Oregon/Washington,Vale,Jordan,N/A,OR030,OR0368,Oregon,4.32449369707
Oregon/Washington,Vale,Jordan,N/A,OR030,OR0368,Oregon,7.18956598342
Oregon/Washington,Vale,Jordan,N/A,OR030,OR0368,Oregon,1430.77402060443
Oregon/Washington,Vale,Malheur,N/A,OR030,OR0348,Oregon,19071.53105412997
California,N/A,Alturas,N/A,CA320,N/A,California,17733.89718251872
Oregon/Washington,Vale,Jordan,N/A,OR030,OR0368,Oregon,71.52155125348
Oregon/Washington,Vale,Jordan,N/A,OR030,OR0368,Oregon,3.03919975187
California,N/A,Surprise,N/A,CA370,N/A,Nevada,8253.14377567841
California,N/A,Surprise,N/A,CA370,N/A,Oregon,433.06609476144
Oregon/Washington,Vale,Jordan,N/A,OR030,OR0368,Oregon,4.57675744486
Oregon/Washington,Vale,Malheur,N/A,OR030,OR0348,Oregon,3.69301975000
Idaho,Boise,Bruneau,N/A,ID100,ID1200,Idaho,1489.85553211044
Oregon/Washington,Burns,Andrews,N/A,OR020,OR0268,Oregon,8075.39132305869
California,N/A,Surprise,N/A,CA370,N/A,Oregon,4.28279554131
Idaho,Boise,Bruneau,N/A,ID100,ID1200,Idaho,52842.11068376528
Idaho,Boise,Bruneau,N/A,ID100,ID1200,Idaho,6851.48866363575
Idaho,Boise,Bruneau,N/A,ID100,ID1200,Idaho,4677.12941785478
Oregon/Washington,Burns,Andrews,N/A,OR020,OR0268,Oregon,1170.84300636454
Oregon/Washington,Vale,Jordan,N/A,OR030,OR0368,Oregon,153.86859133429
Oregon/Washington,Burns,Three Rivers,N/A,OR020,OR0258,Oregon,5533.20390006673
Oregon/Washington,Lakeview,Lakeview,N/A,OR010,OR0158,Oregon,28238.18311038684
Oregon/Washington,Prineville,Deschutes,N/A,OR050,OR0568,Oregon,1927.72879058875
Oregon/Washington,Vale,Jordan,N/A,OR030,OR0368,Oregon,3.22998935228
Oregon/Washington,Burns,Andrews,N/A,OR020,OR0268,Oregon,46.61753373441
Oregon/Washington,Lakeview,Lakeview,N/A,OR010,OR0158,Oregon,12466.30561265583
Oregon/Washington,Vale,Malheur,N/A,OR030,OR0348,Oregon,6155.28952936382
Oregon/Washington,Vale,Jordan,N/A,OR030,OR0368,Oregon,2902.26561949776
Oregon/Washington,Lakeview,Lakeview,N/A,OR010,OR0158,Oregon,24165.53388299822
Oregon/Washington,Lakeview,Lakeview,N/A,OR010,OR0158,Oregon,25041.50766139234
Oregon/Washington,Lakeview,Lakeview,N/A,OR010,OR0158,Oregon,19113.91028029175
Oregon/Washington,Lakeview,Lakeview,N/A,OR010,OR0158,Oregon,10539.87420043583
Oregon/Washington,Prineville,Deschutes,N/A,OR050,OR0568,Oregon,55.89567481493
Oregon/Washington,Vale,Malheur,N/A,OR030,OR0348,Oregon,46378.46142429919
Oregon/Washington,Vale,Malheur,N/A,OR030,OR0348,Oregon,28285.36199019534
Oregon/Washington,Vale,Malheur,N/A,OR030,OR0348,Oregon,4.47232371563
California,N/A,Surprise,N/A,CA370,N/A,California,2272.02751684664
California,N/A,Surprise,N/A,CA370,N/A,California,49.35784586915
Oregon/Washington,Vale,Malheur,N/A,OR030,OR0348,Oregon,6.34403484122
California,N/A,Arcata,N/A,CA330,N/A,California,5909.47262348303
Nevada,N/A,Battle Mountain,N/A,NV060,N/A,Nevada,15723.65281198226
Nevada,N/A,Battle Mountain,N/A,NV060,N/A,Nevada,15190.20681188310
Idaho,Twin Falls,Shoshone,N/A,ID200,ID2300,Idaho,13.52566315073
California,N/A,Alturas,N/A,CA320,N/A,California,10453.98680849892
California,N/A,Alturas,N/A,CA320,N/A,California,10835.71649305725
Oregon/Washington,Prineville,Central Oregon,N/A,OR050,OR0548,Oregon,208.37051810303
Oregon/Washington,Prineville,Deschutes,N/A,OR050,OR0568,Oregon,9.94706477829
Oregon/Washington,Prineville,Deschutes,N/A,OR050,OR0568,Oregon,9.20958258559
Oregon/Washington,Vale,Malheur,N/A,OR030,OR0348,Oregon,3.20254635992
Oregon/Washington,Vale,Malheur,N/A,OR030,OR0348,Oregon,8.83442230910
Oregon/Washington,Vale,Malheur,N/A,OR030,OR0348,Oregon,2.84267464024
Idaho,Boise,Bruneau,N/A,ID100,ID1200,Idaho,6603.82988774130
Oregon/Washington,Vale,Malheur,N/A,OR030,OR0348,Oregon,19.42458339473
Idaho,Boise,Owyhee,N/A,ID100,ID1300,Idaho,2205.41050539074
Idaho,Boise,Owyhee,N/A,ID100,ID1300,Idaho,6101.28198756329
Oregon/Washington,Vale,Malheur,N/A,OR030,OR0348,Oregon,85.90669798017
Nevada,N/A,Carson City,N/A,NV030,N/A,Nevada,479.98863126121
California,N/A,Eagle Lake,N/A,CA350,N/A,Nevada,179.38025573366
California,N/A,Alturas,N/A,CA320,N/A,California,16861.41420674259
Idaho,Twin Falls,Shoshone,N/A,ID200,ID2300,Idaho,6.95942452688
Idaho,Boise,Bruneau,N/A,ID100,ID1200,Idaho,11302.62422882914
Idaho,Boise,Four Rivers,N/A,ID100,ID1100,Idaho,438.59114710044
Idaho,Boise,Owyhee,N/A,ID100,ID1300,Idaho,10734.93164042440
Idaho,Boise,Owyhee,N/A,ID100,ID1300,Idaho,13903.96491985677
Idaho,Boise,Owyhee,N/A,ID100,ID1300,Idaho,12781.46601092651
Idaho,Boise,Owyhee,N/A,ID100,ID1300,Idaho,84678.86107497025
Nevada,N/A,Elko,N/A,NV010,N/A,Nevada,554.25499927193
Nevada,N/A,Elko,N/A,NV010,N/A,Nevada,28.11888663954
Nevada,N/A,Winnemucca,N/A,NV020,N/A,Nevada,5.86006377586
Idaho,Boise,Owyhee,N/A,ID100,ID1300,Idaho,4580.27966827950
Idaho,Boise,Owyhee,N/A,ID100,ID1300,Idaho,42253.47247274573
Idaho,Boise,Owyhee,N/A,ID100,ID1300,Idaho,5535.30704093625
Idaho,Boise,Owyhee,N/A,ID100,ID1300,Idaho,2.69150618258
Idaho,Twin Falls,Shoshone,N/A,ID200,ID2300,Idaho,5.89572126908
Oregon/Washington,Burns,Andrews,N/A,OR020,OR0268,Oregon,14291.95467848042
Oregon/Washington,Burns,Andrews,N/A,OR020,OR0268,Oregon,299.77363935888
Oregon/Washington,Burns,Andrews,N/A,OR020,OR0268,Oregon,5466.10476765055
Oregon/Washington,Burns,Andrews,N/A,OR020,OR0268,Oregon,117.36558590650
Oregon/Washington,Prineville,Deschutes,N/A,OR050,OR0568,Oregon,34.58435947725
Idaho,Twin Falls,Shoshone,N/A,ID200,ID2300,Idaho,15.58248199815
