Bus Name,Number of Lines,Total Capacity (kV)
Dairyland Power Coop,1,69
Dairyland Power Coop,1,69
American Transmission Co LLC,1,69
American Transmission Co LLC,1,138
American Transmission Co LLC,1,69
American Transmission Co LLC,1,69
American Transmission Co LLC,2,138
ITC Midwest LLC,1,69
American Transmission Co LLC,1,69
American Transmission Co LLC,1,69
American Transmission Co LLC,1,69
Undetermined Company,1,4
Undetermined Company,1,4
ITC Midwest LLC,1,161
ITC Transmission,1,765
ITC Midwest LLC,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Dairyland Power Coop,1,69
Dairyland Power Coop,1,69
ITC Transmission,1,765
ITC Midwest LLC,1,69
American Transmission Co LLC,1,69
American Transmission Co LLC,1,69
American Transmission Co LLC,1,69
American Transmission Co LLC,1,69
Dairyland Power Coop,1,161
ITC Midwest LLC,1,161
ITC Midwest LLC,1,161
Dairyland Power Coop,1,161
Dairyland Power Coop,1,161
Dairyland Power Coop,1,161
American Transmission Co LLC,1,138
American Transmission Co LLC,1,138
Dairyland Power Coop,1,161
American Transmission Co LLC,1,138
American Transmission Co LLC,1,138
Dairyland Power Coop,1,161
ITC Midwest LLC,1,161
American Transmission Co LLC,1,69
American Transmission Co LLC,1,69
American Transmission Co LLC,1,69
American Transmission Co LLC,2,690
American Transmission Co LLC,1,69
Dairyland Power Coop,1,69
Undetermined Company,1,69
Commonwealth Edison Co,2,276
Undetermined Company,1,4
Commonwealth Edison Co,1,69
Commonwealth Edison Co,1,69
Undetermined Company,1,138
Undetermined Company,1,69
Undetermined Company,1,4
Commonwealth Edison Co,1,69
Commonwealth Edison Co,1,138
Commonwealth Edison Co,1,69
American Transmission Co LLC,1,69
Commonwealth Edison Co,1,138
Commonwealth Edison Co,1,69
Commonwealth Edison Co,1,69
Commonwealth Edison Co,1,345
American Transmission Co LLC,1,138
American Transmission Co LLC,1,345
American Transmission Co LLC,1,345
American Transmission Co LLC,1,69
American Transmission Co LLC,1,69
American Transmission Co LLC,2,690
American Transmission Co LLC,1,69
American Transmission Co LLC,2,276
American Transmission Co LLC,1,69
American Transmission Co LLC,1,69
American Transmission Co LLC,1,69
Undetermined Company,4,552
American Transmission Co LLC,1,69
American Transmission Co LLC,1,69
American Transmission Co LLC,1,345
Undetermined Company,1,4
American Transmission Co LLC,2,276
American Transmission Co LLC,1,138
American Transmission Co LLC,1,138
American Transmission Co LLC,1,138
American Transmission Co LLC,1,138
Commonwealth Edison Co,1,138
Commonwealth Edison Co,2,276
Undetermined Company,1,138
Undetermined Company,1,138
Undetermined Company,1,138
Undetermined Company,2,276
Commonwealth Edison Co,1,69
Commonwealth Edison Co,1,138
Commonwealth Edison Co,1,138
Commonwealth Edison Co,1,138
Commonwealth Edison Co,1,138
Undetermined Company,2,276
American Transmission Co LLC,1,69
American Transmission Co LLC,1,69
American Transmission Co LLC,1,138
American Transmission Co LLC,1,69
American Transmission Co LLC,1,69
American Transmission Co LLC,1,69
American Transmission Co LLC,1,138
American Transmission Co LLC,1,69
American Transmission Co LLC,2,276
American Transmission Co LLC,2,276
American Transmission Co LLC,1,138
American Transmission Co LLC,1,69
American Transmission Co LLC,1,69
American Transmission Co LLC,1,69
American Transmission Co LLC,1,69
American Transmission Co LLC,1,138
American Transmission Co LLC,1,138
American Transmission Co LLC,1,138
American Transmission Co LLC,1,138
American Transmission Co LLC,1,69
American Transmission Co LLC,1,69
American Transmission Co LLC,1,138
American Transmission Co LLC,1,69
American Transmission Co LLC,1,69
American Transmission Co LLC,1,69
Undetermined Company,1,4
Undetermined Company,1,4
Undetermined Company,1,4
Commonwealth Edison Co,1,138
American Transmission Co LLC,1,138
American Transmission Co LLC,1,138
American Transmission Co LLC,1,138
American Transmission Co LLC,1,138
American Transmission Co LLC,1,138
Commonwealth Edison Co,1,138
American Transmission Co LLC,1,345
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Commonwealth Edison Co,1,138
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,345
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,4
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,4
Commonwealth Edison Co,1,765
Commonwealth Edison Co,2,690
Commonwealth Edison Co,2,690
Commonwealth Edison Co,2,690
Commonwealth Edison Co,1,138
Commonwealth Edison Co,1,138
Undetermined Company,1,4
Undetermined Company,1,138
Commonwealth Edison Co,1,138
Northern Indiana Public Service Co,1,138
Northern Indiana Public Service Co,1,138
Undetermined Company,1,765
Indiana Michigan Power Co,1,765
Northern Indiana Public Service Co,1,138
Northern Indiana Public Service Co,1,138
Northern Indiana Public Service Co,1,138
Northern Indiana Public Service Co,1,115
Northern Indiana Public Service Co,1,138
Northern Indiana Public Service Co,1,138
Northern Indiana Public Service Co,1,138
Undetermined Company,1,765
Undetermined Company,1,4
Northern Indiana Public Service Co,1,345
Northern Indiana Public Service Co,1,345
Undetermined Company,1,345
Northern Indiana Public Service Co,1,345
Undetermined Company,1,138
Commonwealth Edison Co,1,765
Northern Indiana Public Service Co,1,345
Northern Indiana Public Service Co,1,345
Northern Indiana Public Service Co,1,138
Northern Municipal Power Agency,1,138
Northern Indiana Public Service Co,1,138
Commonwealth Edison Co,1,345
Undetermined Company,1,4
Commonwealth Edison Co,2,690
Undetermined Company,1,4
Commonwealth Edison Co,1,138
Commonwealth Edison Co,1,138
Commonwealth Edison Co,1,765
Commonwealth Edison Co,2,690
Commonwealth Edison Co,1,-99
Commonwealth Edison Co,1,345
Commonwealth Edison Co,2,70
Commonwealth Edison Co,1,138
Commonwealth Edison Co,1,138
Commonwealth Edison Co,1,138
Commonwealth Edison Co,2,276
Commonwealth Edison Co,2,276
Commonwealth Edison Co,2,276
Commonwealth Edison Co,2,276
Commonwealth Edison Co,2,276
Commonwealth Edison Co,1,138
Commonwealth Edison Co,2,276
Commonwealth Edison Co,2,276
Commonwealth Edison Co,1,138
Commonwealth Edison Co,1,138
Commonwealth Edison Co,2,690
Undetermined Company,1,345
Undetermined Company,1,4
Undetermined Company,1,4
Undetermined Company,1,4
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,2,690
Undetermined Company,1,4
Undetermined Company,1,4
Undetermined Company,1,345
Commonwealth Edison Co,2,690
Undetermined Company,1,4
Undetermined Company,1,4
Undetermined Company,1,4
Undetermined Company,1,4
Undetermined Company,1,765
Commonwealth Edison Co,1,345
Commonwealth Edison Co,1,765
Commonwealth Edison Co,2,690
Indiana Michigan Power Co,1,345
Undetermined Company,1,69
Commonwealth Edison Co,1,345
Commonwealth Edison Co,1,345
Commonwealth Edison Co,1,345
Commonwealth Edison Co,1,345
Northern Indiana Public Service Co,1,345
Northern Indiana Public Service Co,1,345
Undetermined Company,1,4
Undetermined Company,1,765
Indiana Michigan Power Co,1,765
Indiana Michigan Power Co,2,690
Undetermined Company,1,-99
Undetermined Company,1,-99
Undetermined Company,1,69
Undetermined Company,1,-99
Commonwealth Edison Co,1,345
Northern Indiana Public Service Co,1,345
Northern Indiana Public Service Co,1,345
Northern Indiana Public Service Co,1,345
Northern Indiana Public Service Co,1,345
Undetermined Company,1,69
Northern Indiana Public Service Co,1,345
Undetermined Company,1,138
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,345
Northern Indiana Public Service Co,1,345
Northern Indiana Public Service Co,1,345
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,138
Northern Indiana Public Service Co,1,115
Undetermined Company,1,138
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,-99
Commonwealth Edison Co,1,765
Northern Indiana Public Service Co,1,345
Indiana Michigan Power Co,2,690
Northern Indiana Public Service Co,1,345
Northern Indiana Public Service Co,1,345
Undetermined Company,1,115
Northern Indiana Public Service Co,1,345
Northern Indiana Public Service Co,1,345
Northern Indiana Public Service Co,1,345
Northern Indiana Public Service Co,1,345
Indiana Michigan Power Co,1,115
Michigan Electric Transmission Co,1,115
Commonwealth Edison Co,1,138
Indiana Michigan Power Co,1,138
Commonwealth Edison Co,2,276
AmerenIP,1,138
Northern Indiana Public Service Co,1,345
Indiana Michigan Power Co,1,765
Undetermined Company,1,4
Duke Energy Indiana,2,460
Northern Indiana Public Service Co,1,115
Northern Indiana Public Service Co,1,138
Northern Indiana Public Service Co,1,138
Commonwealth Edison Co,1,138
Undetermined Company,1,69
Undetermined Company,1,138
Commonwealth Edison Co,1,138
Commonwealth Edison Co,2,276
Northern Indiana Public Service Co,1,138
Northern Indiana Public Service Co,1,138
Commonwealth Edison Co,1,138
Undetermined Company,2,276
Indiana Michigan Power Co,1,115
Northern Indiana Public Service Co,2,276
Indiana Michigan Power Co,1,115
Northern Indiana Public Service Co,1,115
Commonwealth Edison Co,2,276
Commonwealth Edison Co,4,552
Commonwealth Edison Co,1,138
Northern Indiana Public Service Co,1,138
Commonwealth Edison Co,1,138
Commonwealth Edison Co,2,276
Commonwealth Edison Co,2,276
Commonwealth Edison Co,2,276
Commonwealth Edison Co,1,138
Commonwealth Edison Co,1,138
Commonwealth Edison Co,1,138
Northern Indiana Public Service Co,1,138
Undetermined Company,1,69
Commonwealth Edison Co,1,138
Commonwealth Edison Co,1,138
Commonwealth Edison Co,1,138
Commonwealth Edison Co,1,138
Northern Indiana Public Service Co,1,138
Indiana Michigan Power Co,1,115
Commonwealth Edison Co,1,138
Commonwealth Edison Co,2,276
Undetermined Company,1,69
Northern Indiana Public Service Co,2,276
Northern Indiana Public Service Co,1,138
Northern Indiana Public Service Co,2,276
Northern Indiana Public Service Co,1,138
Northern Indiana Public Service Co,1,138
Northern Indiana Public Service Co,1,138
Undetermined Company,1,138
Undetermined Company,1,69
Northern Indiana Public Service Co,1,138
Northern Indiana Public Service Co,1,138
Northern Indiana Public Service Co,1,138
Northern Indiana Public Service Co,1,138
Northern Municipal Power Agency,1,138
Undetermined Company,1,69
Northern Indiana Public Service Co,1,138
Northern Indiana Public Service Co,1,138
Northern Indiana Public Service Co,1,138
Northern Indiana Public Service Co,1,138
Undetermined Company,1,115
Undetermined Company,1,69
Undetermined Company,1,115
Northern Indiana Public Service Co,1,138
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
AmerenIP,1,345
Undetermined Company,1,138
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Pioneer Transmission LLC,1,765
Indiana Michigan Power Co,2,690
Undetermined Company,1,138
Undetermined Company,1,138
Undetermined Company,1,138
Commonwealth Edison Co,1,345
Undetermined Company,1,4
Undetermined Company,1,4
Undetermined Company,1,69
Undetermined Company,1,138
Undetermined Company,1,345
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,138
Undetermined Company,1,69
AmerenIP,1,345
AmerenIP,1,345
Commonwealth Edison Co,1,345
Commonwealth Edison Co,1,345
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,345
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,345
Undetermined Company,1,345
Hoosier Energy Rural Electric Coop Inc,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Duke Energy Indiana,1,345
Duke Energy Indiana,1,345
Undetermined Company,1,345
Undetermined Company,1,-99
Undetermined Company,1,345
Undetermined Company,1,345
Undetermined Company,1,345
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,138
Undetermined Company,1,69
Duke Energy Indiana,1,345
Duke Energy Indiana,1,345
Duke Energy Indiana,1,345
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Duke Energy Indiana,1,345
Undetermined Company,1,69
Indianapolis Power & Light,1,345
Undetermined Company,1,345
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
AmerenIP,1,138
Undetermined Company,1,161
Undetermined Company,1,69
Undetermined Company,1,69
Hoosier Energy Rural Electric Coop Inc,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,4
Undetermined Company,1,69
Undetermined Company,1,-99
Hoosier Energy Rural Electric Coop Inc,1,69
Hoosier Energy Rural Electric Coop Inc,1,69
Hoosier Energy Rural Electric Coop Inc,1,69
Hoosier Energy Rural Electric Coop Inc,1,69
Hoosier Energy Rural Electric Coop Inc,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,115
Undetermined Company,1,138
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,138
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Indianapolis Power & Light,1,115
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,4
Undetermined Company,1,138
Undetermined Company,1,138
Commonwealth Edison Co,2,276
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Indiana Michigan Power Co,2,690
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Duke Energy Indiana,1,230
Duke Energy Indiana,1,230
Duke Energy Indiana,1,230
Duke Energy Indiana,1,230
Duke Energy Indiana,1,230
Duke Energy Indiana,1,230
Duke Energy Indiana,1,230
Duke Energy Indiana,1,230
Undetermined Company,1,230
Duke Energy Indiana,1,230
Duke Energy Indiana,1,230
Duke Energy Indiana,1,138
Undetermined Company,1,138
Undetermined Company,1,138
Undetermined Company,1,138
Undetermined Company,1,138
AmerenCIPS,1,138
AmerenIP,1,138
AmerenIP,1,138
AmerenIP,1,138
Undetermined Company,1,138
Undetermined Company,1,138
Undetermined Company,1,138
Undetermined Company,1,138
Undetermined Company,1,138
Indianapolis Power & Light,1,138
Undetermined Company,1,115
Undetermined Company,1,69
Undetermined Company,1,115
Undetermined Company,1,138
Undetermined Company,1,138
Undetermined Company,1,138
Undetermined Company,1,138
Undetermined Company,1,138
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,138
Indiana Michigan Power Co,1,138
UGI Utilities Inc,1,138
Indianapolis Power & Light,1,115
Northern Indiana Public Service Co,1,138
Undetermined Company,1,138
Indianapolis Power & Light,1,345
Undetermined Company,1,4
Indianapolis Power & Light,1,115
Undetermined Company,1,138
Undetermined Company,1,115
Undetermined Company,1,138
Undetermined Company,1,138
Duke Energy Indiana,1,230
Undetermined Company,1,138
AmerenIP,1,138
Indianapolis Power & Light,1,345
Undetermined Company,2,690
Undetermined Company,1,69
Louisville Gas & Electric Co,1,138
Undetermined Company,1,69
Undetermined Company,1,345
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,4
Undetermined Company,1,69
Undetermined Company,1,138
Undetermined Company,1,138
Undetermined Company,1,138
Undetermined Company,1,138
Undetermined Company,1,138
Undetermined Company,1,138
Undetermined Company,1,138
Undetermined Company,1,138
Undetermined Company,1,138
Undetermined Company,1,138
Undetermined Company,1,138
Undetermined Company,1,4
Undetermined Company,1,138
Undetermined Company,1,138
Undetermined Company,1,345
Undetermined Company,1,345
Undetermined Company,1,138
AmerenIP,1,345
AmerenIP,1,345
Undetermined Company,1,4
Undetermined Company,1,138
AmerenIP,1,345
AmerenIP,1,138
Undetermined Company,1,138
Undetermined Company,1,4
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Commonwealth Edison Co,1,138
Commonwealth Edison Co,1,138
Undetermined Company,1,4
AmerenCILCO,1,138
Commonwealth Edison Co,1,138
Undetermined Company,1,138
Undetermined Company,1,138
Undetermined Company,1,69
Undetermined Company,1,138
AmerenIP,1,138
Undetermined Company,1,138
Undetermined Company,1,138
AmerenIP,1,138
Undetermined Company,1,138
Undetermined Company,1,138
Undetermined Company,1,138
Undetermined Company,1,138
Undetermined Company,1,138
Undetermined Company,1,138
Duke Energy Indiana,1,345
Undetermined Company,1,-99
Undetermined Company,1,69
Undetermined Company,1,-99
AmerenIP,1,345
Undetermined Company,1,-99
Undetermined Company,1,69
AmerenCIPS,1,138
Undetermined Company,1,138
Undetermined Company,1,-99
Undetermined Company,1,-99
Undetermined Company,1,-99
Undetermined Company,1,345
Undetermined Company,1,-99
Undetermined Company,1,4
Undetermined Company,1,69
Undetermined Company,1,345
AmerenCIPS,1,345
Undetermined Company,1,-99
Undetermined Company,1,-99
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,4
Undetermined Company,1,4
Undetermined Company,1,4
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
AmerenCIPS,1,69
AmerenIP,1,345
Undetermined Company,1,345
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,345
Hoosier Energy Rural Electric Coop Inc,1,69
Hoosier Energy Rural Electric Coop Inc,1,69
Undetermined Company,1,4
Undetermined Company,1,69
Duke Energy Indiana,1,345
Undetermined Company,1,345
AmerenIP,1,138
Undetermined Company,1,69
Ameren Missouri,1,138
AmerenIP,1,138
AmerenCIPS,1,138
AmerenIP,1,138
AmerenIP,1,138
Undetermined Company,1,138
Undetermined Company,1,138
Undetermined Company,1,138
Undetermined Company,1,138
AmerenIP,1,138
AmerenIP,1,138
AmerenCIPS,1,138
AmerenCIPS,1,138
AmerenCIPS,1,138
Undetermined Company,1,138
Undetermined Company,1,138
Undetermined Company,1,138
Indiana Michigan Power Co,1,138
Indianapolis Power & Light,1,138
Undetermined Company,1,138
Undetermined Company,1,138
Indianapolis Power & Light,1,138
Indianapolis Power & Light,1,138
Undetermined Company,1,69
Undetermined Company,1,69
Indianapolis Power & Light,1,138
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,138
Indiana Michigan Power Co,1,138
Undetermined Company,1,138
Duke Energy Indiana,1,138
Indiana Michigan Power Co,1,138
Duke Energy Indiana,1,230
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Indiana Michigan Power Co,1,138
Indiana Michigan Power Co,2,276
Duke Energy Indiana,1,138
Undetermined Company,1,69
Undetermined Company,1,69
Northern Indiana Public Service Co,1,138
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Indiana Michigan Power Co,1,765
Undetermined Company,1,69
Hoosier Energy Rural Electric Coop Inc,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Duke Energy Indiana,1,230
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,-99
Duke Energy Indiana,1,230
Undetermined Company,1,230
Duke Energy Indiana,2,460
Duke Energy Indiana,1,138
Indiana Michigan Power Co,1,115
Duke Energy Indiana,1,138
Undetermined Company,1,138
Undetermined Company,1,138
Undetermined Company,1,138
Undetermined Company,1,138
Undetermined Company,1,138
Duke Energy Indiana,1,230
Indianapolis Power & Light,1,115
Duke Energy Indiana,1,115
Undetermined Company,1,138
Northern Indiana Public Service Co,1,138
MidAmerican Energy Co,1,161
Undetermined Company,1,69
Northern Indiana Public Service Co,1,138
Duke Energy Indiana,1,138
Duke Energy Indiana,1,138
Duke Energy Indiana,1,230
ITC Midwest LLC,1,161
Undetermined Company,1,4
MidAmerican Energy Co,1,161
Central Iowa Power Coop,1,69
MidAmerican Energy Co,1,161
ITC Midwest LLC,1,35
Northern Indiana Public Service Co,1,138
MidAmerican Energy Co,1,161
MidAmerican Energy Co,1,161
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Central Iowa Power Coop,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,4
Commonwealth Edison Co,2,690
Commonwealth Edison Co,1,345
Northern Indiana Public Service Co,1,345
Commonwealth Edison Co,1,345
Undetermined Company,1,4
Commonwealth Edison Co,2,690
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,35
Undetermined Company,1,69
Undetermined Company,1,35
MidAmerican Energy Co,1,345
MidAmerican Energy Co,1,345
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
MidAmerican Energy Co,1,69
MidAmerican Energy Co,1,161
Commonwealth Edison Co,2,276
Undetermined Company,1,161
Commonwealth Edison Co,1,138
Undetermined Company,1,161
Commonwealth Edison Co,2,276
Commonwealth Edison Co,2,276
MidAmerican Energy Co,1,161
Hoosier Energy Rural Electric Coop Inc,1,69
Commonwealth Edison Co,2,276
Commonwealth Edison Co,1,138
Commonwealth Edison Co,2,276
Commonwealth Edison Co,2,276
Commonwealth Edison Co,1,138
Commonwealth Edison Co,2,276
Commonwealth Edison Co,1,138
Commonwealth Edison Co,1,138
Commonwealth Edison Co,2,276
Commonwealth Edison Co,2,276
Commonwealth Edison Co,2,276
Commonwealth Edison Co,1,138
Commonwealth Edison Co,1,138
MidAmerican Energy Co,1,161
MidAmerican Energy Co,1,161
Duke Energy Indiana,1,138
Undetermined Company,1,138
Indianapolis Power & Light,1,138
Indianapolis Power & Light,1,138
Undetermined Company,1,138
Undetermined Company,1,138
Undetermined Company,1,138
Indianapolis Power & Light,1,115
Undetermined Company,1,138
Undetermined Company,1,138
Undetermined Company,1,138
Undetermined Company,1,138
Indianapolis Power & Light,1,115
Undetermined Company,1,138
Undetermined Company,1,69
Indianapolis Power & Light,1,115
Northern Indiana Public Service Co,1,138
Undetermined Company,1,138
Undetermined Company,1,138
Duke Energy Indiana,1,345
Undetermined Company,1,69
Undetermined Company,1,69
Indiana Michigan Power Co,1,138
Undetermined Company,1,69
Undetermined Company,1,4
Duke Energy Indiana,1,345
Northern Indiana Public Service Co,1,138
Undetermined Company,1,69
Indiana Michigan Power Co,1,345
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,345
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Indianapolis Power & Light,1,345
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Indiana Michigan Power Co,1,345
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Indiana Michigan Power Co,1,345
Undetermined Company,1,-99
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Indiana Michigan Power Co,1,345
Duke Energy Indiana,1,230
Northern Indiana Public Service Co,1,138
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
NorthWestern Corp,1,50
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,230
Undetermined Company,1,230
Undetermined Company,1,138
Indianapolis Power & Light,1,115
Undetermined Company,1,138
Indianapolis Power & Light,2,230
Undetermined Company,1,138
Indianapolis Power & Light,1,138
Indianapolis Power & Light,1,138
Indianapolis Power & Light,1,115
Indianapolis Power & Light,1,138
Indianapolis Power & Light,1,115
Northern Indiana Public Service Co,1,138
Indianapolis Power & Light,1,138
Indianapolis Power & Light,1,138
Indianapolis Power & Light,1,138
Indianapolis Power & Light,1,138
Undetermined Company,1,138
Undetermined Company,1,138
Northern Indiana Public Service Co,1,138
Northern Indiana Public Service Co,1,138
Undetermined Company,1,138
Undetermined Company,1,138
Undetermined Company,1,138
Indianapolis Power & Light,1,115
Indiana Michigan Power Co,1,115
Undetermined Company,1,138
Duke Energy Indiana,1,138
Indiana Michigan Power Co,1,138
Undetermined Company,1,138
Undetermined Company,1,138
Indiana Michigan Power Co,1,138
Undetermined Company,1,138
Duke Energy Indiana,1,138
Indianapolis Power & Light,2,230
Undetermined Company,1,138
Undetermined Company,1,138
Michigan Electric Transmission Co,1,115
Northern Indiana Public Service Co,1,138
Northern Indiana Public Service Co,2,276
Northern Indiana Public Service Co,1,138
Commonwealth Edison Co,2,276
Northern Municipal Power Agency,1,138
Commonwealth Edison Co,2,690
Commonwealth Edison Co,2,276
Commonwealth Edison Co,2,690
Commonwealth Edison Co,2,276
Commonwealth Edison Co,2,690
MidAmerican Energy Co,1,69
Commonwealth Edison Co,2,276
Commonwealth Edison Co,2,690
Commonwealth Edison Co,1,69
Commonwealth Edison Co,2,690
Commonwealth Edison Co,2,276
MidAmerican Energy Co,1,345
Commonwealth Edison Co,2,690
Undetermined Company,1,345
MidAmerican Energy Co,1,161
Commonwealth Edison Co,1,345
Commonwealth Edison Co,1,345
Commonwealth Edison Co,1,345
Undetermined Company,1,4
Undetermined Company,1,35
Indiana Michigan Power Co,1,345
Commonwealth Edison Co,2,276
ITC Midwest LLC,1,161
Undetermined Company,1,138
Commonwealth Edison Co,1,138
Undetermined Company,2,276
Undetermined Company,1,138
Commonwealth Edison Co,2,276
Northern Indiana Public Service Co,1,138
Northern Indiana Public Service Co,2,276
